Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/07/19,Grêmio,Vasco,A,10
2,13/07/19,Fortaleza,Avai,A,10
3,13/07/19,Bahia,Santos,A,10
4,13/07/19,São Paulo,Palmeiras,A,10
5,14/07/19,Flamengo,Goiás,A,10
6,14/07/19,Corinthians,CSA,A,10
7,14/07/19,Athletico-PR,Internacional,A,10
8,14/07/19,Cruzeiro,Botafogo,A,10
9,14/07/19,Chapecoense,Atlético-MG,A,10
10,15/07/19,Fluminense,Ceará,A,10
11,16/07/19,Ponte Preta,Atlético-GO,B,10
12,19/07/19,Vitória,Criciúma,B,10
13,20/07/19,Botafogo-SP,Guarani,B,10
14,20/07/19,Oeste,Bragantino,B,10
