Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/10/19,Coritiba,Operário-PR,B,31
2,24/10/19,CRB,Botafogo-SP,B,31
3,25/10/19,Londrina,Oeste,B,31
4,25/10/19,Bragantino,Vila Nova,B,31
5,06/11/19,Corinthians,Fortaleza,A,31
6,06/11/19,Atlético-MG,Goiás,A,31
7,06/11/19,Avai,Santos,A,31
8,06/11/19,Athletico-PR,Cruzeiro,A,31
9,06/11/19,Vasco,Palmeiras,A,31
10,06/11/19,Bahia,Chapecoense,A,31
11,07/11/19,Ceará,Internacional,A,31
12,07/11/19,São Paulo,Fluminense,A,31
13,07/11/19,Botafogo,Flamengo,A,31
14,07/11/19,Grêmio,CSA,A,31
