Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/08/19,Vila Nova,Sport,B,17
2,20/08/19,Operário-PR,Guarani,B,17
3,20/08/19,Paraná,Atlético-GO,B,17
4,20/08/19,Brasil-RS,São Bento,B,17
5,31/08/19,São Paulo,Grêmio,A,17
6,31/08/19,Bahia,CSA,A,17
7,31/08/19,Chapecoense,Santos,A,17
8,31/08/19,Athletico-PR,Ceará,A,17
9,31/08/19,Internacional,Botafogo,A,17
10,01/09/19,Flamengo,Palmeiras,A,17
11,01/09/19,Fortaleza,Goiás,A,17
12,01/09/19,Cruzeiro,Vasco,A,17
13,01/09/19,Corinthians,Atlético-MG,A,17
14,02/09/19,Fluminense,Avai,A,17
