Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/11/19,Botafogo-SP,Bragantino,B,34
2,08/11/19,Figueirense,Coritiba,B,34
3,08/11/19,São Bento,Cuiabá,B,34
4,08/11/19,Vila Nova,Operário-PR,B,34
5,13/11/19,Flamengo,Vasco,A,34
6,23/11/19,Santos,Cruzeiro,A,34
7,24/11/19,Palmeiras,Grêmio,A,34
8,24/11/19,Atlético-MG,Athletico-PR,A,34
9,24/11/19,Goiás,Bahia,A,34
10,24/11/19,Botafogo,Corinthians,A,34
11,24/11/19,Ceará,São Paulo,A,34
12,24/11/19,Internacional,Fortaleza,A,34
13,24/11/19,Avai,Chapecoense,A,34
14,25/11/19,CSA,Fluminense,A,34
