Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/10/19,Vitória,Sport,B,26
2,04/10/19,São Bento,Bragantino,B,26
3,05/10/19,Operário-PR,Brasil-RS,B,26
4,05/10/19,Cuiabá,Londrina,B,26
5,16/10/19,CSA,Atlético-MG,A,26
6,16/10/19,Grêmio,Bahia,A,26
7,16/10/19,Fortaleza,Flamengo,A,26
8,16/10/19,Cruzeiro,São Paulo,A,26
9,16/10/19,Palmeiras,Chapecoense,A,26
10,16/10/19,Goiás,Corinthians,A,26
11,16/10/19,Vasco,Botafogo,A,26
12,17/10/19,Avai,Internacional,A,26
13,17/10/19,Santos,Ceará,A,26
14,17/10/19,Fluminense,Athletico-PR,A,26
