Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/06/19,Flamengo,Fortaleza,A,7
2,01/06/19,Bahia,Grêmio,A,7
3,02/06/19,Botafogo,Vasco,A,7
4,02/06/19,Ceará,Santos,A,7
5,02/06/19,Athletico-PR,Fluminense,A,7
6,02/06/19,São Paulo,Cruzeiro,A,7
7,02/06/19,Atlético-MG,CSA,A,7
8,02/06/19,Chapecoense,Palmeiras,A,7
9,02/06/19,Internacional,Avai,A,7
10,04/06/19,Bragantino,São Bento,B,7
11,07/06/19,Londrina,Cuiabá,B,7
12,08/06/19,Sport,Vitória,B,7
13,08/06/19,Brasil-RS,Operário-PR,B,7
14,07/08/19,Corinthians,Goiás,A,7
