Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/08/19,Sport,Coritiba,B,14
2,02/08/19,Guarani,Bragantino,B,14
3,03/08/19,Vila Nova,Figueirense,B,14
4,03/08/19,Criciúma,Operário-PR,B,14
5,10/08/19,Ceará,Chapecoense,A,14
6,10/08/19,São Paulo,Santos,A,14
7,10/08/19,Flamengo,Grêmio,A,14
8,10/08/19,Atlético-MG,Fluminense,A,14
9,11/08/19,Internacional,Corinthians,A,14
10,11/08/19,Palmeiras,Bahia,A,14
11,11/08/19,Avai,Cruzeiro,A,14
12,11/08/19,Botafogo,Athletico-PR,A,14
13,11/08/19,Goiás,Vasco,A,14
14,12/08/19,CSA,Fortaleza,A,14
