Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/09/19,Brasil-RS,Guarani,B,25
2,28/09/19,Sport,Operário-PR,B,25
3,28/09/19,Ponte Preta,Cuiabá,B,25
4,29/09/19,Bragantino,Vitória,B,25
5,12/10/19,Goiás,CSA,A,25
6,12/10/19,Fluminense,Bahia,A,25
7,12/10/19,Palmeiras,Botafogo,A,25
8,13/10/19,Internacional,Santos,A,25
9,13/10/19,Athletico-PR,Flamengo,A,25
10,13/10/19,Ceará,Avai,A,25
11,13/10/19,Vasco,Fortaleza,A,25
12,13/10/19,São Paulo,Corinthians,A,25
13,13/10/19,Atlético-MG,Grêmio,A,25
14,13/10/19,Chapecoense,Cruzeiro,A,25
