Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/11/19,CRB,Ponte Preta,B,36
2,16/11/19,Coritiba,Oeste,B,36
3,17/11/19,Figueirense,Cuiabá,B,36
4,17/11/19,Sport,Vila Nova,B,36
5,30/11/19,Botafogo,Internacional,A,36
6,30/11/19,Ceará,Athletico-PR,A,36
7,01/12/19,Avai,Fluminense,A,36
8,01/12/19,Palmeiras,Flamengo,A,36
9,01/12/19,Goiás,Fortaleza,A,36
10,01/12/19,CSA,Bahia,A,36
11,01/12/19,Atlético-MG,Corinthians,A,36
12,01/12/19,Santos,Chapecoense,A,36
13,01/12/19,Grêmio,São Paulo,A,36
14,02/12/19,Vasco,Cruzeiro,A,36
