Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/08/19,Cuiabá,Criciúma,B,20
2,31/08/19,Bragantino,Brasil-RS,B,20
3,31/08/19,Oeste,Sport,B,20
4,31/08/19,Ponte Preta,Coritiba,B,20
5,21/09/19,Botafogo,São Paulo,A,20
6,21/09/19,Cruzeiro,Flamengo,A,20
7,21/09/19,Corinthians,Bahia,A,20
8,21/09/19,Santos,Grêmio,A,20
9,22/09/19,Internacional,Chapecoense,A,20
10,22/09/19,Fortaleza,Palmeiras,A,20
11,22/09/19,CSA,Ceará,A,20
12,22/09/19,Vasco,Athletico-PR,A,20
13,22/09/19,Goiás,Fluminense,A,20
14,23/09/19,Avai,Atlético-MG,A,20
