Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/11/19,Cuiabá,América-MG,B,35
2,12/11/19,Brasil-RS,Coritiba,B,35
3,12/11/19,Criciúma,Londrina,B,35
4,13/11/19,Vila Nova,Guarani,B,35
5,27/11/19,Internacional,Goiás,A,35
6,27/11/19,Chapecoense,Botafogo,A,35
7,27/11/19,Bahia,Atlético-MG,A,35
8,27/11/19,Athletico-PR,Grêmio,A,35
9,27/11/19,Flamengo,Ceará,A,35
10,27/11/19,Corinthians,Avai,A,35
11,28/11/19,Fluminense,Palmeiras,A,35
12,28/11/19,Fortaleza,Santos,A,35
13,28/11/19,São Paulo,Vasco,A,35
14,28/11/19,Cruzeiro,CSA,A,35
