Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/08/19,Bragantino,Coritiba,B,18
2,24/08/19,Figueirense,CRB,B,18
3,24/08/19,Oeste,Vila Nova,B,18
4,25/08/19,América-MG,Guarani,B,18
5,07/09/19,Vasco,Bahia,A,18
6,07/09/19,Corinthians,Ceará,A,18
7,07/09/19,Avai,Flamengo,A,18
8,07/09/19,Fortaleza,Fluminense,A,18
9,07/09/19,Internacional,São Paulo,A,18
10,07/09/19,Goiás,Palmeiras,A,18
11,08/09/19,Cruzeiro,Grêmio,A,18
12,08/09/19,Santos,Athletico-PR,A,18
13,08/09/19,Botafogo,Atlético-MG,A,18
14,08/09/19,CSA,Chapecoense,A,18
