Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/08/19,América-MG,Londrina,B,15
2,08/08/19,Oeste,Brasil-RS,B,15
3,09/08/19,Operário-PR,Vila Nova,B,15
4,10/08/19,Cuiabá,São Bento,B,15
5,17/08/19,Corinthians,Botafogo,A,15
6,17/08/19,Fortaleza,Internacional,A,15
7,17/08/19,Vasco,Flamengo,A,15
8,17/08/19,Athletico-PR,Atlético-MG,A,15
9,17/08/19,Grêmio,Palmeiras,A,15
10,18/08/19,Fluminense,CSA,A,15
11,18/08/19,São Paulo,Ceará,A,15
12,18/08/19,Bahia,Goiás,A,15
13,18/08/19,Cruzeiro,Santos,A,15
14,18/08/19,Chapecoense,Avai,A,15
