Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/10/19,Sport,Cuiabá,B,29
2,15/10/19,Bragantino,Oeste,B,29
3,15/10/19,América-MG,Vila Nova,B,29
4,15/10/19,CRB,Operário-PR,B,29
5,30/10/19,Palmeiras,São Paulo,A,29
6,30/10/19,Avai,Fortaleza,A,29
7,30/10/19,Atlético-MG,Chapecoense,A,29
8,30/10/19,Ceará,Fluminense,A,29
9,30/10/19,Vasco,Grêmio,A,29
10,30/10/19,CSA,Corinthians,A,29
11,31/10/19,Santos,Bahia,A,29
12,31/10/19,Goiás,Flamengo,A,29
13,31/10/19,Internacional,Athletico-PR,A,29
14,31/10/19,Botafogo,Cruzeiro,A,29
