Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/08/19,Vila Nova,Cuiabá,B,19
2,27/08/19,Sport,Atlético-GO,B,19
3,27/08/19,Criciúma,Oeste,B,19
4,28/08/19,Guarani,Londrina,B,19
5,14/09/19,Flamengo,Santos,A,19
6,14/09/19,Chapecoense,Vasco,A,19
7,14/09/19,Palmeiras,Cruzeiro,A,19
8,14/09/19,Ceará,Botafogo,A,19
9,15/09/19,Athletico-PR,Avai,A,19
10,15/09/19,Atlético-MG,Internacional,A,19
11,15/09/19,Bahia,Fortaleza,A,19
12,15/09/19,Grêmio,Goiás,A,19
13,15/09/19,Fluminense,Corinthians,A,19
14,15/09/19,São Paulo,CSA,A,19
