Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/09/19,Vila Nova,Vitória,B,21
2,03/09/19,Criciúma,Ponte Preta,B,21
3,05/09/19,CRB,Paraná,B,21
4,07/09/19,Guarani,Oeste,B,21
5,25/09/19,Ceará,Cruzeiro,A,21
6,25/09/19,Bahia,Botafogo,A,21
7,25/09/19,Flamengo,Internacional,A,21
8,25/09/19,São Paulo,Goiás,A,21
9,26/09/19,Palmeiras,CSA,A,21
10,26/09/19,Fluminense,Santos,A,21
11,26/09/19,Grêmio,Avai,A,21
12,26/09/19,Athletico-PR,Fortaleza,A,21
13,02/10/19,Atlético-MG,Vasco,A,21
14,02/10/19,Chapecoense,Corinthians,A,21
