Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/11/19,Ponte Preta,Brasil-RS,B,38
2,29/11/19,Oeste,Criciúma,B,38
3,30/11/19,América-MG,São Bento,B,38
4,30/11/19,Figueirense,Operário-PR,B,38
5,08/12/19,Corinthians,Fluminense,A,38
6,08/12/19,Santos,Flamengo,A,38
7,08/12/19,Botafogo,Ceará,A,38
8,08/12/19,CSA,São Paulo,A,38
9,08/12/19,Internacional,Atlético-MG,A,38
10,08/12/19,Cruzeiro,Palmeiras,A,38
11,08/12/19,Goiás,Grêmio,A,38
12,08/12/19,Vasco,Chapecoense,A,38
13,08/12/19,Avai,Athletico-PR,A,38
14,08/12/19,Fortaleza,Bahia,A,38
