Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/08/19,Bragantino,Operário-PR,B,16
2,13/08/19,Coritiba,Brasil-RS,B,16
3,17/08/19,São Bento,Paraná,B,16
4,17/08/19,Sport,Botafogo-SP,B,16
5,24/08/19,Atlético-MG,Bahia,A,16
6,24/08/19,Grêmio,Athletico-PR,A,16
7,25/08/19,Goiás,Internacional,A,16
8,25/08/19,Vasco,São Paulo,A,16
9,25/08/19,Santos,Fortaleza,A,16
10,25/08/19,Ceará,Flamengo,A,16
11,25/08/19,Avai,Corinthians,A,16
12,25/08/19,CSA,Cruzeiro,A,16
13,26/08/19,Botafogo,Chapecoense,A,16
14,10/09/19,Palmeiras,Fluminense,A,16
