Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/09/19,São Bento,Vitória,B,23
2,20/09/19,Sport,América-MG,B,23
3,21/09/19,Guarani,Paraná,B,23
4,21/09/19,Coritiba,CRB,B,23
5,05/10/19,Vasco,Santos,A,23
6,05/10/19,São Paulo,Fortaleza,A,23
7,05/10/19,Grêmio,Corinthians,A,23
8,05/10/19,Bahia,Athletico-PR,A,23
9,05/10/19,Cruzeiro,Internacional,A,23
10,06/10/19,Chapecoense,Flamengo,A,23
11,06/10/19,Ceará,Goiás,A,23
12,06/10/19,Palmeiras,Atlético-MG,A,23
13,06/10/19,Botafogo,Fluminense,A,23
14,06/10/19,CSA,Avai,A,23
