Rodada,Data,Time da Casa,Placar,Time Visitante
1F,01/08/99,América-RN,1-1,ABC
1F,01/08/99,Avaí,1-0,São Caetano
1F,01/08/99,Bragantino,2-1,Joinville
1F,01/08/99,Criciúma,0-0,Londrina
1F,01/08/99,Desportiva Ferroviária,0-1,CRB
1F,01/08/99,Goiás,1-0,Vila Nova
1F,01/08/99,Remo,2-3,Sampaio Corrêa
1F,01/08/99,Santa Cruz,2-1,Ceará
1F,01/08/99,XV de Piracicaba,0-0,União São João
1F,02/08/99,América Mineiro,0-1,Bahia
1F,05/08/99,ABC,3-0,Remo
1F,05/08/99,Londrina,2-1,América-RN
1F,05/08/99,Paysandu,0-3,Goiás
1F,07/08/99,São Caetano,2-1,América Mineiro
1F,08/08/99,ABC,1-1,XV de Piracicaba
1F,08/08/99,Bahia,2-0,América-RN
1F,08/08/99,Ceará,0-0,Goiás
1F,08/08/99,CRB,2-0,Santa Cruz
1F,08/08/99,Joinville,1-0,Avaí
1F,08/08/99,Sampaio Corrêa,3-1,Criciúma
1F,08/08/99,Tuna Luso,2-1,Desportiva Ferroviária
1F,08/08/99,União São João,2-2,Paysandu
1F,08/08/99,Vila Nova,2-2,Remo
1F,09/08/99,Londrina,2-0,Bragantino
1F,11/08/99,América-RN,4-1,Desportiva Ferroviária
1F,11/08/99,Ceará,3-0,Criciúma
1F,11/08/99,Joinville,1-3,América Mineiro
1F,11/08/99,Sampaio Corrêa,2-2,XV de Piracicaba
1F,11/08/99,União São João,2-0,Santa Cruz
1F,12/08/99,Avaí,2-0,ABC
1F,12/08/99,Bahia,4-1,CRB
1F,12/08/99,Goiás,1-0,Bragantino
1F,12/08/99,Paysandu,1-0,Londrina
1F,12/08/99,São Caetano,1-0,Vila Nova
1F,15/08/99,América Mineiro,2-1,Ceará
1F,15/08/99,América-RN,1-0,Tuna Luso
1F,15/08/99,Avaí,0-2,União São João
1F,15/08/99,Bragantino,2-1,Vila Nova
1F,15/08/99,Criciúma,1-3,CRB
1F,15/08/99,Desportiva Ferroviária,0-1,ABC
1F,15/08/99,Goiás,2-0,Londrina
1F,15/08/99,Paysandu,3-2,Sampaio Corrêa
1F,15/08/99,Remo,0-0,Bahia
1F,15/08/99,Santa Cruz,1-0,Joinville
1F,16/08/99,XV de Piracicaba,1-1,São Caetano
1F,18/08/99,Bahia,1-1,Paysandu
1F,18/08/99,CRB,2-1,Joinville
1F,18/08/99,Desportiva Ferroviária,0-1,Ceará
1F,18/08/99,Santa Cruz,2-1,Bragantino
1F,18/08/99,São Caetano,4-0,Sampaio Corrêa
1F,18/08/99,Tuna Luso,1-0,Avaí
1F,18/08/99,União São João,1-1,Remo
1F,21/08/99,Londrina,1-0,Remo
1F,21/08/99,Vila Nova,2-0,Desportiva Ferroviária
1F,22/08/99,ABC,3-0,Bragantino
1F,22/08/99,América Mineiro,1-2,Avaí
