Rodada,Data,Time da Casa,Placar,Time Visitante
1,19/04/24,Botafogo-SP,1-1,América Mineiro
1,19/04/24,Grêmio Novorizontino,2-1,CRB
1,19/04/24,Operário Ferroviário,1-0,Avaí
1,20/04/24,Chapecoense,3-1,Ituano
1,20/04/24,Santos,2-0,Paysandu
1,20/04/24,Amazonas FC,2-3,Sport
1,20/04/24,Ceará,1-1,Goiás
1,21/04/24,Ponte Preta,1-1,Coritiba
1,22/04/24,Vila Nova,2-0,Guarani
1,23/04/24,Brusque,3-1,Mirassol
2,26/04/24,Ituano,0-2,Operário Ferroviário
2,26/04/24,Sport,2-0,Vila Nova
2,26/04/24,Avaí,0-2,Santos
2,26/04/24,Guarani,0-1,Chapecoense
2,27/04/24,CRB,0-0,Amazonas FC
2,27/04/24,Paysandu,1-1,Botafogo-SP
2,27/04/24,América Mineiro,2-0,Grêmio Novorizontino
2,28/04/24,Coritiba,1-0,Brusque
2,28/04/24,Goiás,3-0,Ponte Preta
2,29/04/24,Mirassol,3-2,Ceará
3,03/05/24,Paysandu,0-0,Avaí
3,03/05/24,Coritiba,0-1,Sport
3,04/05/24,Chapecoense,2-2,América Mineiro
3,04/05/24,Vila Nova,1-0,Operário Ferroviário
3,04/05/24,Ituano,1-3,Grêmio Novorizontino
3,05/05/24,Brusque,0-2,Goiás
3,06/05/24,Ceará,2-2,CRB
3,06/05/24,Ponte Preta,3-0,Amazonas FC
3,06/05/24,Santos,4-1,Guarani
3,07/05/24,Botafogo-SP,0-0,Mirassol
4,08/05/24,América Mineiro,3-1,Vila Nova
4,10/05/24,Grêmio Novorizontino,0-3,Ceará
4,10/05/24,Goiás,2-0,Ituano
4,10/05/24,CRB,2-0,Chapecoense
4,11/05/24,Guarani,2-0,Botafogo-SP
4,11/05/24,Operário Ferroviário,1-1,Ponte Preta
4,11/05/24,Amazonas FC,1-0,Santos
4,11/05/24,Sport,4-1,Brusque
4,11/05/24,Avaí,1-0,Coritiba
4,12/05/24,Mirassol,2-1,Paysandu
5,14/05/24,Vila Nova,2-1,Grêmio Novorizontino
5,14/05/24,Avaí,2-1,CRB
5,14/05/24,Botafogo-SP,0-0,Chapecoense
5,14/05/24,Coritiba,1-0,Guarani
5,15/05/24,Ituano,1-0,Sport
5,15/05/24,América Mineiro,0-0,Mirassol
5,15/05/24,Brusque,0-0,Operário Ferroviário
5,15/05/24,Ponte Preta,1-2,Santos
5,15/05/24,Paysandu,1-1,Goiás
5,15/05/24,Ceará,2-1,Amazonas FC
6,17/05/24,CRB,1-0,Vila Nova
6,17/05/24,Grêmio Novorizontino,0-0,Coritiba
6,18/05/24,Amazonas FC,1-1,Paysandu
6,18/05/24,Goiás,4-0,Botafogo-SP
6,18/05/24,Sport,1-2,Avaí
6,19/05/24,Santos,4-0,Brusque
6,19/05/24,Mirassol,2-0,Ituano
6,19/05/24,Operário Ferroviário,0-0,Ceará
6,20/05/24,Guarani,1-2,América Mineiro
6,21/05/24,Chapecoense,0-0,Ponte Preta
7,24/05/24,América Mineiro,2-1,Santos
7,25/05/24,Guarani,0-0,Paysandu
7,26/05/24,Ituano,2-0,Ponte Preta
7,26/05/24,Vila Nova,2-2,Brusque
7,26/05/24,Ceará,2-1,Chapecoense
7,27/05/24,Coritiba,3-0,Operário Ferroviário
7,27/05/24,Botafogo-SP,0-1,Grêmio Novorizontino
7,27/05/24,Avaí,2-0,Goiás
7,28/05/24,Amazonas FC,1-0,Mirassol
8,31/05/24,Ceará,1-0,Coritiba
8,31/05/24,Goiás,3-0,Sport
8,01/06/24,Brusque,0-0,Grêmio Novorizontino
8,02/06/24,Ponte Preta,4-2,CRB
8,02/06/24,Chapecoense,1-1,Vila Nova
8,02/06/24,Ituano,0-1,Avaí
8,03/06/24,Santos,1-2,Botafogo-SP
8,03/06/24,Operário Ferroviário,1-0,Amazonas FC
8,04/06/24,Mirassol,3-0,Guarani
8,04/06/24,Paysandu,2-0,América Mineiro
9,07/06/24,Coritiba,4-2,Ituano
9,07/06/24,Grêmio Novorizontino,3-1,Santos
9,08/06/24,Guarani,0-1,Operário Ferroviário
9,08/06/24,Amazonas FC,2-1,Brusque
9,09/06/24,Avaí,0-0,Chapecoense
9,09/06/24,América Mineiro,2-0,Ponte Preta
9,10/06/24,Vila Nova,3-2,Ceará
9,10/06/24,Sport,1-0,Paysandu
9,11/06/24,Mirassol,1-0,Goiás
10,13/06/24,Amazonas FC,0-1,Chapecoense
10,14/06/24,Operário Ferroviário,1-0,Santos
10,14/06/24,Avaí,3-2,Guarani
10,15/06/24,América Mineiro,2-1,CRB
10,15/06/24,Ponte Preta,1-0,Grêmio Novorizontino
10,15/06/24,Ituano,3-5,Paysandu
10,16/06/24,Botafogo-SP,1-0,Vila Nova
10,16/06/24,Brusque,1-0,Ceará
10,16/06/24,Goiás,1-1,Coritiba
10,16/06/24,Sport,1-0,Mirassol
11,17/06/24,Chapecoense,0-1,Operário Ferroviário
11,18/06/24,Guarani,3-3,Ituano
11,18/06/24,Grêmio Novorizontino,1-1,Amazonas FC
11,18/06/24,Paysandu,1-1,CRB
11,19/06/24,Santos,2-0,Goiás
11,19/06/24,Botafogo-SP,2-0,Ponte Preta
11,19/06/24,Brusque,0-0,Avaí
11,19/06/24,Coritiba,1-0,América Mineiro
11,20/06/24,Vila Nova,1-0,Mirassol
11,20/06/24,Ceará,0-0,Sport
12,22/06/24,CRB,1-0,Guarani
12,22/06/24,Operário Ferroviário,0-1,Botafogo-SP
12,22/06/24,Ituano,1-1,Brusque
12,23/06/24,Chapecoense,1-2,Paysandu
12,23/06/24,Vila Nova,1-0,Goiás
12,24/06/24,Sport,1-2,Grêmio Novorizontino
12,25/06/24,Mirassol,0-0,Santos
12,25/06/24,América Mineiro,1-1,Avaí
12,25/06/24,Ponte Preta,3-1,Ceará
12,25/06/24,Amazonas FC,1-0,Coritiba
13,29/06/24,Coritiba,1-1,Vila Nova
13,29/06/24,Botafogo-SP,1-1,Sport
13,29/06/24,Ceará,4-2,Ituano
13,30/06/24,Avaí,1-1,Amazonas FC
13,30/06/24,Paysandu,1-1,Operário Ferroviário
13,30/06/24,Guarani,1-1,Ponte Preta
13,01/07/24,Santos,1-0,Chapecoense
13,01/07/24,CRB,1-1,Brusque
13,02/07/24,Goiás,2-1,América Mineiro
13,02/07/24,Grêmio Novorizontino,1-1,Mirassol
14,05/07/24,Ceará,0-1,Santos
14,05/07/24,Brusque,0-0,Ponte Preta
14,06/07/24,América Mineiro,2-0,Operário Ferroviário
14,06/07/24,Goiás,1-2,Chapecoense
14,07/07/24,Coritiba,1-1,Paysandu
14,07/07/24,Ituano,3-2,Botafogo-SP
14,07/07/24,Guarani,0-1,Sport
14,08/07/24,Avaí,0-1,Grêmio Novorizontino
14,08/07/24,Amazonas FC,1-2,Vila Nova
14,09/07/24,Mirassol,1-0,CRB
15,12/07/24,Ponte Preta,4-2,Mirassol
15,12/07/24,Botafogo-SP,0-1,Amazonas FC
15,12/07/24,Paysandu,2-1,Ceará
15,13/07/24,Grêmio Novorizontino,1-1,Guarani
15,13/07/24,Sport,1-1,América Mineiro
15,13/07/24,CRB,2-1,Coritiba
15,14/07/24,Vila Nova,2-1,Avaí
15,14/07/24,Chapecoense,1-1,Brusque
15,15/07/24,Santos,2-0,Ituano
9,17/07/24,CRB,4-1,Botafogo-SP
15,17/07/24,Operário Ferroviário,2-0,Goiás
16,18/07/24,Vila Nova,1-1,Santos
16,18/07/24,Grêmio Novorizontino,1-0,Chapecoense
16,19/07/24,Avaí,0-1,Ceará
16,19/07/24,Coritiba,0-1,Mirassol
16,20/07/24,América Mineiro,0-0,Amazonas FC
16,20/07/24,CRB,1-0,Ituano
16,20/07/24,Paysandu,1-0,Ponte Preta
16,21/07/24,Guarani,2-3,Goiás
16,21/07/24,Botafogo-SP,2-2,Brusque
17,22/07/24,Santos,4-0,Coritiba
17,23/07/24,Chapecoense,1-1,Sport
17,23/07/24,Operário Ferroviário,0-0,Grêmio Novorizontino
17,23/07/24,Mirassol,0-0,Avaí
17,23/07/24,Ituano,0-0,América Mineiro
17,23/07/24,Ponte Preta,2-0,Vila Nova
17,24/07/24,Brusque,1-0,Paysandu
17,24/07/24,Amazonas FC,1-1,Guarani
17,25/07/24,Goiás,1-1,CRB
17,25/07/24,Ceará,4-1,Botafogo-SP
18,26/07/24,Ituano,0-0,Vila Nova
18,27/07/24,Mirassol,1-0,Operário Ferroviário
18,27/07/24,Coritiba,1-0,Chapecoense
18,27/07/24,Sport,3-1,Ponte Preta
18,28/07/24,Guarani,1-0,Brusque
18,28/07/24,América Mineiro,2-2,Ceará
18,28/07/24,CRB,1-1,Santos
18,29/07/24,Paysandu,1-3,Grêmio Novorizontino
18,30/07/24,Avaí,1-1,Botafogo-SP
19,02/08/24,Brusque,0-0,América Mineiro
19,02/08/24,Santos,1-1,Sport
19,03/08/24,Botafogo-SP,2-0,Coritiba
19,03/08/24,Amazonas FC,1-0,Ituano
19,04/08/24,Ponte Preta,1-0,Avaí
19,04/08/24,Grêmio Novorizontino,2-1,Goiás
19,04/08/24,Operário Ferroviário,2-0,CRB
19,05/08/24,Chapecoense,0-1,Mirassol
19,05/08/24,Vila Nova,2-2,Paysandu
19,06/08/24,Ceará,3-1,Guarani
20,09/08/24,Avaí,1-0,Operário Ferroviário
20,09/08/24,Paysandu,0-3,Santos
20,09/08/24,Mirassol,2-0,Brusque
20,09/08/24,América Mineiro,3-1,Botafogo-SP
20,10/08/24,Ituano,2-1,Chapecoense
20,10/08/24,Sport,3-2,Amazonas FC
20,11/08/24,Coritiba,1-1,Ponte Preta
20,11/08/24,CRB,0-1,Grêmio Novorizontino
20,12/08/24,Guarani,2-0,Vila Nova
20,12/08/24,Goiás,2-1,Ceará
21,15/08/24,Operário Ferroviário,1-2,Ituano
21,16/08/24,Ponte Preta,1-1,Goiás
21,16/08/24,Vila Nova,2-0,Sport
21,16/08/24,Grêmio Novorizontino,1-1,América Mineiro
21,17/08/24,Chapecoense,0-4,Guarani
21,17/08/24,Santos,0-1,Avaí
21,17/08/24,Ceará,1-2,Mirassol
21,17/08/24,Amazonas FC,2-0,CRB
