Rodada,Data,Time da Casa,Placar,Time Visitante
A,23/01/82,Tiradentes-PI,2-0,Fortaleza
A,23/01/82,Remo,3-1,Fast Clube
B,23/01/82,Santa Cruz,1-1,Central
B,23/01/82,CRB,2-2,Campinense
E,23/01/82,América Mineiro,0-1,Uberaba
A,24/01/82,Sampaio Corrêa,2-2,Tiradentes-CE
B,24/01/82,Sergipe,1-0,Baraúnas
C,24/01/82,Corinthians,2-0,America-RJ
C,24/01/82,Leônico,0-1,Catuense
C,24/01/82,Colatina SE,3-0,AD Guará
D,24/01/82,Palmeiras,2-2,Juventus-SP
D,24/01/82,Vila Nova,1-0,Anápolis
D,24/01/82,Volta Redonda,8-0,Operário-MT
E,24/01/82,Campo Grande-RJ,2-0,Americano
E,24/01/82,Portuguesa,3-0,Comercial-MS
F,24/01/82,Novo Hamburgo,0-0,São Paulo-RS
F,24/01/82,Atlético Paranaense,2-0,Cascavel
F,24/01/82,Botafogo-SP,1-1,Criciúma
A,27/01/82,Fortaleza,1-1,Remo
A,27/01/82,Fast Clube,2-0,Tiradentes-CE
C,27/01/82,America-RJ,2-0,Catuense
D,27/01/82,Vila Nova,1-0,Juventus-SP
E,27/01/82,América Mineiro,0-1,Americano
E,27/01/82,Comercial-MS,0-1,Uberaba
A,28/01/82,Sampaio Corrêa,2-0,Tiradentes-PI
B,28/01/82,Santa Cruz,1-0,Baraúnas
B,28/01/82,Campinense,1-0,Central
B,28/01/82,CRB,1-1,Sergipe
C,28/01/82,Leônico,1-0,AD Guará
C,28/01/82,Corinthians,1-1,Colatina SE
D,28/01/82,Operário-MT,3-1,Anápolis
D,28/01/82,Palmeiras,1-1,Volta Redonda
E,28/01/82,Campo Grande-RJ,3-0,Portuguesa
F,28/01/82,Novo Hamburgo,1-1,Botafogo-SP
F,28/01/82,Atlético Paranaense,3-2,São Paulo-RS
F,28/01/82,Criciúma,2-0,Cascavel
A,30/01/82,Tiradentes-CE,0-1,Fortaleza
B,30/01/82,Sergipe,1-1,Santa Cruz
D,30/01/82,Operário-MT,0-1,Vila Nova
A,31/01/82,Tiradentes-PI,1-1,Remo
A,31/01/82,Fast Clube,2-2,Sampaio Corrêa
B,31/01/82,Central,1-1,CRB
B,31/01/82,Baraúnas,0-0,Campinense
C,31/01/82,Catuense,0-0,Corinthians
C,31/01/82,Colatina SE,1-0,Leônico
C,31/01/82,AD Guará,0-1,America-RJ
D,31/01/82,Anápolis,0-0,Palmeiras
D,31/01/82,Juventus-SP,1-3,Volta Redonda
E,31/01/82,Uberaba,1-1,Campo Grande-RJ
E,31/01/82,Americano,2-0,Portuguesa
E,31/01/82,Comercial-MS,1-0,América Mineiro
F,31/01/82,Cascavel,0-1,Novo Hamburgo
F,31/01/82,São Paulo-RS,1-0,Botafogo-SP
F,31/01/82,Criciúma,0-1,Atlético Paranaense
A,03/02/82,Fortaleza,4-3,Fast Clube
A,03/02/82,Remo,1-1,Sampaio Corrêa
B,03/02/82,Santa Cruz,1-1,Campinense
B,03/02/82,Baraúnas,1-1,CRB
C,03/02/82,America-RJ,4-1,Leônico
C,03/02/82,Catuense,2-0,Colatina SE
C,03/02/82,Corinthians,5-1,AD Guará
D,03/02/82,Vila Nova,2-1,Palmeiras
D,03/02/82,Juventus-SP,3-0,Operário-MT
D,03/02/82,Volta Redonda,1-0,Anápolis
E,03/02/82,América Mineiro,0-2,Campo Grande-RJ
E,03/02/82,Americano,1-0,Comercial-MS
E,03/02/82,Portuguesa,2-2,Uberaba
F,03/02/82,São Paulo-RS,4-2,Criciúma
F,03/02/82,Atlético Paranaense,1-0,Novo Hamburgo
F,03/02/82,Botafogo-SP,0-0,Cascavel
A,04/02/82,Tiradentes-CE,1-3,Tiradentes-PI
