Rodada,Data,Time da Casa,Placar,Time Visitante
A,18/08/96,Paysandu,0-1,Tuna Luso
B,18/08/96,América-RN,1-1,Náutico
B,18/08/96,Central,0-1,CRB
C,18/08/96,Americano,0-0,Desportiva Ferroviária
C,18/08/96,XV de Piracicaba,2-0,União São João
D,18/08/96,Gama,0-0,Atlético Goianiense
E,18/08/96,Ponte Preta,0-4,Mogi Mirim
A,18/08/96,Moto Club,4-0,Remo
A,21/08/96,Ceará,1-1,Remo
E,21/08/96,Goiatuba EC,2-2,Ponte Preta
E,21/08/96,Volta Redonda,0-0,Mogi Mirim
C,22/08/96,XV de Piracicaba,3-0,Sergipe
A,25/08/96,Moto Club,0-0,Ceará
A,25/08/96,Remo,1-0,Tuna Luso
B,25/08/96,CRB,1-1,América-RN
B,25/08/96,Santa Cruz,2-0,Náutico
C,25/08/96,União São João,3-0,Sergipe
E,25/08/96,Ponte Preta,1-1,Londrina
A,28/08/96,Paysandu,2-0,Ceará
B,28/08/96,Central,0-1,América-RN
E,28/08/96,Volta Redonda,5-0,Londrina
C,29/08/96,Desportiva Ferroviária,2-0,XV de Piracicaba
A,31/08/96,Tuna Luso,1-1,Moto Club
A,01/09/96,Remo,3-2,Paysandu
B,01/09/96,CRB,0-0,Náutico
B,01/09/96,Santa Cruz,4-2,Central
C,01/09/96,Americano,1-2,XV de Piracicaba
C,01/09/96,Sergipe,1-3,Desportiva Ferroviária
D,01/09/96,América Mineiro,1-0,Joinville
E,01/09/96,Mogi Mirim,1-0,Goiatuba EC
D,04/09/96,ABC,1-0,Joinville
E,05/09/96,Londrina,1-1,Goiatuba EC
A,08/09/96,Moto Club,1-0,Paysandu
B,08/09/96,Santa Cruz,1-1,Náutico
C,08/09/96,Sergipe,2-1,Americano
D,08/09/96,Gama,2-3,América Mineiro
E,08/09/96,Londrina,2-1,Volta Redonda
E,08/09/96,Mogi Mirim,5-3,Ponte Preta
A,11/09/96,Ceará,3-1,Paysandu
B,11/09/96,América-RN,1-0,Santa Cruz
D,11/09/96,Atlético Goianiense,0-1,América Mineiro
C,12/09/96,Desportiva Ferroviária,3-1,União São João
D,14/09/96,ABC,3-1,Gama
A,15/09/96,Ceará,0-0,Moto Club
A,15/09/96,Tuna Luso,1-1,Remo
B,15/09/96,América-RN,1-0,CRB
B,15/09/96,Central,1-1,Santa Cruz
C,15/09/96,Americano,2-1,União São João
C,15/09/96,Sergipe,2-2,XV de Piracicaba
E,15/09/96,Goiatuba EC,2-1,Mogi Mirim
