Rodada,Data,Time da Casa,Placar,Time Visitante
B,08/08/20,São José-RS,1-0,São Bento
B,08/08/20,Ituano,3-0,Tombense
A,08/08/20,Paysandu,0-0,Santa Cruz
B,08/08/20,Brusque,2-1,Ypiranga-RS
A,08/08/20,Manaus FC,1-1,Vila Nova
A,09/08/20,Jacuipense,1-2,Remo
A,09/08/20,Ferroviário,2-0,Botafogo-PB
B,10/08/20,Boa Esporte,2-2,Volta Redonda
B,10/08/20,Londrina,0-0,Criciúma
B,13/08/20,São Bento,0-1,Brusque
B,15/08/20,Tombense,4-0,São José-RS
A,15/08/20,Vila Nova,2-0,Paysandu
B,15/08/20,Criciúma,3-1,Boa Esporte
B,16/08/20,Ypiranga-RS,2-1,Londrina
A,16/08/20,Remo,2-1,Ferroviário
B,17/08/20,Volta Redonda,3-1,Ituano
A,17/08/20,Botafogo-PB,0-0,Manaus FC
A,18/08/20,Santa Cruz,3-2,Treze
B,20/08/20,São José-RS,1-0,Brusque
A,22/08/20,Jacuipense,1-0,Manaus FC
B,22/08/20,Volta Redonda,2-0,Tombense
A,22/08/20,Ferroviário,4-0,Vila Nova
A,22/08/20,Paysandu,1-0,Treze
B,23/08/20,Ituano,1-1,Londrina
B,23/08/20,Boa Esporte,1-1,Ypiranga-RS
A,23/08/20,Botafogo-PB,1-2,Santa Cruz
A,24/08/20,Imperatriz,0-0,Remo
B,24/08/20,Criciúma,3-1,São Bento
A,28/08/20,Jacuipense,1-1,Botafogo-PB
A,29/08/20,Santa Cruz,2-0,Imperatriz
A,29/08/20,Manaus FC,2-1,Paysandu
B,30/08/20,São José-RS,0-2,Volta Redonda
B,30/08/20,Brusque,2-0,Ituano
B,30/08/20,Londrina,2-0,Boa Esporte
A,30/08/20,Remo,0-0,Vila Nova
A,30/08/20,Treze,0-3,Ferroviário
B,02/09/20,São Bento,1-1,Ypiranga-RS
B,05/09/20,Ituano,2-2,São José-RS
B,05/09/20,Londrina,1-0,São Bento
A,05/09/20,Imperatriz,1-2,Botafogo-PB
A,05/09/20,Vila Nova,1-0,Santa Cruz
B,06/09/20,Ypiranga-RS,2-0,Tombense
B,06/09/20,Criciúma,1-1,Volta Redonda
B,06/09/20,Boa Esporte,0-1,Brusque
A,06/09/20,Ferroviário,1-1,Manaus FC
A,09/09/20,Paysandu,1-2,Jacuipense
B,10/09/20,Volta Redonda,1-2,Ypiranga-RS
A,10/09/20,Treze,2-2,Remo
B,11/09/20,Ituano,2-2,Criciúma
B,12/09/20,São José-RS,0-0,Boa Esporte
B,12/09/20,Tombense,1-1,São Bento
A,12/09/20,Botafogo-PB,0-0,Vila Nova
A,12/09/20,Paysandu,6-1,Imperatriz
A,13/09/20,Santa Cruz,1-0,Remo
A,14/09/20,Manaus FC,1-1,Treze
A,14/09/20,Jacuipense,0-0,Ferroviário
B,17/09/20,Londrina,1-0,São José-RS
B,19/09/20,São Bento,1-1,Volta Redonda
A,19/09/20,Treze,0-0,Jacuipense
A,19/09/20,Manaus FC,0-0,Santa Cruz
B,20/09/20,Ypiranga-RS,2-0,Criciúma
B,20/09/20,Brusque,1-0,Tombense
B,20/09/20,Boa Esporte,1-2,Ituano
A,20/09/20,Remo,0-0,Botafogo-PB
A,20/09/20,Ferroviário,0-2,Paysandu
A,21/09/20,Vila Nova,3-0,Imperatriz
B,25/09/20,Criciúma,2-0,São José-RS
B,26/09/20,São Bento,1-1,Boa Esporte
A,26/09/20,Imperatriz,1-2,Ferroviário
A,26/09/20,Botafogo-PB,1-1,Paysandu
A,26/09/20,Vila Nova,0-0,Treze
B,27/09/20,Volta Redonda,2-2,Brusque
B,27/09/20,Ypiranga-RS,2-1,Ituano
B,27/09/20,Tombense,2-1,Londrina
A,27/09/20,Remo,1-0,Manaus FC
A,28/09/20,Santa Cruz,3-3,Jacuipense
B,30/09/20,Tombense,1-0,Criciúma
B,01/10/20,Brusque,2-1,Londrina
B,02/10/20,Ituano,0-0,São Bento
B,03/10/20,São José-RS,2-0,Ypiranga-RS
A,03/10/20,Treze,2-0,Botafogo-PB
A,03/10/20,Manaus FC,1-0,Imperatriz
A,03/10/20,Paysandu,2-3,Remo
A,04/10/20,Ferroviário,1-3,Santa Cruz
B,04/10/20,Boa Esporte,1-1,Tombense
B,04/10/20,Londrina,1-0,Volta Redonda
A,05/10/20,Jacuipense,0-3,Vila Nova
B,05/10/20,Brusque,3-1,Criciúma
A,08/10/20,Treze,4-1,Imperatriz
B,10/10/20,Volta Redonda,0-0,Boa Esporte
A,10/10/20,Botafogo-PB,2-1,Ferroviário
B,10/10/20,Tombense,0-0,Ituano
A,10/10/20,Remo,2-0,Jacuipense
B,11/10/20,Ypiranga-RS,1-1,Brusque
A,11/10/20,Imperatriz,1-2,Treze
A,11/10/20,Santa Cruz,2-1,Paysandu
B,11/10/20,Criciúma,2-1,Londrina
A,12/10/20,Vila Nova,2-1,Manaus FC
A,14/10/20,Imperatriz,1-2,Jacuipense
B,15/10/20,São Bento,2-0,São José-RS
B,15/10/20,Ituano,2-0,Volta Redonda
A,17/10/20,Ferroviário,1-0,Remo
A,17/10/20,Treze,0-1,Santa Cruz
A,18/10/20,Jacuipense,3-1,Imperatriz
B,18/10/20,Brusque,1-0,São Bento
B,18/10/20,Boa Esporte,2-0,Criciúma
B,18/10/20,Londrina,3-2,Ypiranga-RS
A,18/10/20,Paysandu,0-0,Vila Nova
B,19/10/20,São José-RS,2-2,Tombense
A,19/10/20,Manaus FC,3-2,Botafogo-PB
A,24/10/20,Treze,0-1,Paysandu
A,24/10/20,Manaus FC,2-1,Jacuipense
A,24/10/20,Remo,5-0,Imperatriz
B,25/10/20,Ypiranga-RS,2-1,Boa Esporte
B,25/10/20,Brusque,0-0,São José-RS
B,25/10/20,Londrina,1-0,Ituano
B,25/10/20,Tombense,1-0,Volta Redonda
A,25/10/20,Santa Cruz,1-0,Botafogo-PB
B,26/10/20,São Bento,0-0,Criciúma
A,26/10/20,Vila Nova,3-0,Ferroviário
B,29/10/20,Ituano,3-1,Brusque
A,31/10/20,Imperatriz,1-6,Santa Cruz
A,31/10/20,Paysandu,1-1,Manaus FC
B,01/11/20,Volta Redonda,3-4,São José-RS
A,01/11/20,Ferroviário,0-1,Treze
B,01/11/20,Criciúma,0-1,Tombense
B,01/11/20,Boa Esporte,0-0,Londrina
B,01/11/20,Ypiranga-RS,2-1,São Bento
A,01/11/20,Botafogo-PB,1-1,Jacuipense
A,01/11/20,Vila Nova,0-0,Remo
