Rodada,Data,Time da Casa,Placar,Time Visitante
1F,04/04/26,Maranhão,1-1,Guarani
1F,04/04/26,Brusque,2-1,Caxias
1F,04/04/26,Maringá,3-2,Ferroviária
1F,04/04/26,Botafogo-PB,1-0,Barra-SC
1F,05/04/26,Inter de Limeira,1-2,Floresta-CE
1F,05/04/26,Ituano,2-0,Anápolis
1F,05/04/26,Confiança,0-1,Amazonas FC
1F,05/04/26,Volta Redonda,0-1,Paysandu
1F,06/04/26,Ypiranga-RS,1-1,Figueirense
1F,06/04/26,Santa Cruz,1-0,Itabaiana
1F,11/04/26,Floresta-CE,1-1,Santa Cruz
1F,11/04/26,Ferroviária,0-2,Botafogo-PB
1F,11/04/26,Barra-SC,3-0,Maranhão
1F,12/04/26,Anápolis,1-2,Inter de Limeira
1F,12/04/26,Caxias,1-0,Confiança
1F,12/04/26,Paysandu,1-1,Brusque
1F,12/04/26,Guarani,2-0,Volta Redonda
1F,12/04/26,Itabaiana,1-2,Ypiranga-RS
1F,12/04/26,Amazonas FC,3-0,Ituano
1F,13/04/26,Figueirense,1-3,Maringá
1F,18/04/26,Confiança,1-0,Santa Cruz
1F,18/04/26,Inter de Limeira,1-1,Ituano
1F,18/04/26,Volta Redonda,1-0,Caxias
1F,18/04/26,Paysandu,1-1,Barra-SC
1F,18/04/26,Ypiranga-RS,3-0,Anápolis
1F,18/04/26,Amazonas FC,2-0,Maranhão
1F,19/04/26,Guarani,1-1,Itabaiana
1F,19/04/26,Figueirense,2-1,Botafogo-PB
1F,20/04/26,Floresta-CE,0-0,Ferroviária
1F,20/04/26,Maringá,2-3,Brusque
1F,25/04/26,Brusque,2-1,Confiança
1F,25/04/26,Itabaiana,1-4,Paysandu
1F,25/04/26,Maranhão,2-1,Volta Redonda
1F,25/04/26,Botafogo-PB,1-2,Floresta-CE
1F,26/04/26,Santa Cruz,0-1,Amazonas FC
1F,26/04/26,Anápolis,3-1,Figueirense
1F,26/04/26,Barra-SC,2-2,Inter de Limeira
1F,26/04/26,Ituano,4-1,Maringá
1F,27/04/26,Ferroviária,2-2,Guarani
1F,27/04/26,Caxias,2-1,Ypiranga-RS
1F,02/05/26,Guarani,1-0,Santa Cruz
1F,02/05/26,Confiança,0-1,Inter de Limeira
1F,03/05/26,Ferroviária,1-0,Anápolis
1F,03/05/26,Volta Redonda,1-1,Brusque
1F,03/05/26,Amazonas FC,1-1,Caxias
1F,03/05/26,Maringá,4-2,Itabaiana
1F,03/05/26,Paysandu,4-2,Botafogo-PB
1F,04/05/26,Figueirense,0-3,Barra-SC
1F,04/05/26,Floresta-CE,1-2,Maranhão
1F,05/05/26,Ypiranga-RS,2-0,Ituano
1F,09/05/26,Itabaiana,0-0,Floresta-CE
1F,09/05/26,Paysandu,2-1,Anápolis
1F,09/05/26,Maranhão,3-1,Botafogo-PB
1F,10/05/26,Volta Redonda,0-0,Ferroviária
1F,10/05/26,Barra-SC,0-0,Caxias
1F,10/05/26,Amazonas FC,0-1,Figueirense
1F,10/05/26,Ituano,1-0,Confiança
1F,10/05/26,Brusque,3-0,Ypiranga-RS
1F,11/05/26,Inter de Limeira,1-2,Santa Cruz
1F,11/05/26,Maringá,0-5,Guarani
1F,16/05/26,Ypiranga-RS,1-4,Maringá
1F,16/05/26,Santa Cruz,2-0,Volta Redonda
1F,16/05/26,Figueirense,0-1,Itabaiana
1F,16/05/26,Floresta-CE,3-2,Amazonas FC
1F,17/05/26,Ferroviária,1-0,Brusque
1F,17/05/26,Caxias,2-0,Paysandu
1F,17/05/26,Anápolis,1-1,Barra-SC
1F,17/05/26,Guarani,1-3,Ituano
1F,18/05/26,Confiança,2-1,Maranhão
1F,18/05/26,Botafogo-PB,0-1,Inter de Limeira
1F,23/05/26,Barra-SC,0-2,Guarani
1F,23/05/26,Maranhão,0-0,Caxias
