Rodada,Data,Time da Casa,Placar,Time Visitante
1F,15/01/22,Bahia de Feira,2-2,Bahia
1F,15/01/22,Jacuipense,1-0,Doce Mel
1F,15/01/22,Atlético-BA,4-1,Vitória da Conquista
1F,16/01/22,Vitória,1-1,Juazeirense
1F,16/01/22,UNIRB,0-0,Barcelona de Ilhéus
1F,19/01/22,Bahia,1-1,UNIRB
1F,19/01/22,Doce Mel,1-3,Atlético-BA
1F,22/01/22,Vitória da Conquista,0-2,Bahia de Feira
1F,23/01/22,Barcelona de Ilhéus,0-1,Vitória
1F,23/01/22,Juazeirense,2-5,Jacuipense
1F,26/01/22,Bahia,1-0,Doce Mel
1F,27/01/22,Atlético-BA,0-1,Barcelona de Ilhéus
1F,29/01/22,Jacuipense,1-0,Vitória
1F,30/01/22,Bahia de Feira,1-0,Atlético-BA
1F,30/01/22,Juazeirense,0-0,Vitória da Conquista
1F,02/02/22,Vitória,1-1,Bahia
1F,02/02/22,Bahia de Feira,2-0,UNIRB
1F,05/02/22,Barcelona de Ilhéus,1-0,Juazeirense
1F,06/02/22,UNIRB,0-1,Jacuipense
1F,06/02/22,Doce Mel,2-0,Vitória da Conquista
1F,09/02/22,Bahia,0-1,Barcelona de Ilhéus
1F,09/02/22,Atlético-BA,3-3,UNIRB
1F,12/02/22,Juazeirense,0-0,Doce Mel
1F,13/02/22,Vitória da Conquista,0-1,Vitória
1F,16/02/22,Jacuipense,2-0,Bahia de Feira
1F,17/02/22,UNIRB,3-2,Doce Mel
1F,19/02/22,Jacuipense,3-1,Vitória da Conquista
1F,20/02/22,Barcelona de Ilhéus,1-1,Bahia de Feira
1F,26/02/22,Vitória,0-0,Atlético-BA
1F,27/02/22,Juazeirense,1-0,Bahia
1F,02/03/22,Atlético-BA,2-1,Bahia
1F,05/03/22,Barcelona de Ilhéus,0-3,Jacuipense
1F,06/03/22,Vitória da Conquista,2-0,UNIRB
1F,06/03/22,Bahia de Feira,2-1,Juazeirense
1F,09/03/22,Doce Mel,1-0,Vitória
1F,10/03/22,Vitória da Conquista,1-0,Barcelona de Ilhéus
1F,12/03/22,Bahia,4-1,Jacuipense
1F,12/03/22,UNIRB,1-1,Vitória
1F,13/03/22,Atlético-BA,2-0,Juazeirense
1F,13/03/22,Bahia de Feira,2-1,Doce Mel
1F,16/03/22,Doce Mel,1-2,Barcelona de Ilhéus
1F,16/03/22,Jacuipense,2-3,Atlético-BA
1F,16/03/22,Bahia,3-0,Vitória da Conquista
1F,16/03/22,Vitória,2-1,Bahia de Feira
1F,16/03/22,Juazeirense,2-0,UNIRB
SF,26/03/22,Bahia de Feira,0-1,Atlético-BA
SF,27/03/22,Barcelona de Ilhéus,0-0,Jacuipense
SF,30/03/22,Atlético-BA,1-0,Bahia de Feira
SF,30/03/22,Jacuipense,1-0,Barcelona de Ilhéus
F,03/04/22,Atlético-BA,1-1,Jacuipense
F,10/04/22,Jacuipense,0-2,Atlético-BA
