Rodada,Data,Time da Casa,Placar,Time Visitante
1F,22/01/20,Juazeirense,1-1,Bahia
1F,22/01/20,Vitória,1-0,Jacobina
1F,22/01/20,Bahia de Feira,4-1,Doce Mel
1F,22/01/20,Atlético-BA,2-2,Fluminense de Feira
1F,22/01/20,Vitória da Conquista,2-2,Jacuipense
1F,25/01/20,Jacobina,1-1,Juazeirense
1F,26/01/20,Bahia,2-0,Vitória da Conquista
1F,26/01/20,Doce Mel,1-2,Atlético-BA
1F,26/01/20,Fluminense de Feira,2-2,Vitória
1F,26/01/20,Jacuipense,4-1,Bahia de Feira
1F,29/01/20,Vitória,2-2,Juazeirense
1F,29/01/20,Atlético-BA,0-0,Vitória da Conquista
1F,29/01/20,Jacuipense,1-1,Doce Mel
1F,29/01/20,Jacobina,0-1,Fluminense de Feira
1F,29/01/20,Bahia de Feira,0-1,Bahia
1F,02/02/20,Atlético-BA,2-0,Jacobina
1F,02/02/20,Vitória da Conquista,1-2,Vitória
1F,02/02/20,Bahia,1-1,Jacuipense
1F,02/02/20,Fluminense de Feira,1-1,Bahia de Feira
1F,05/02/20,Juazeirense,2-2,Doce Mel
1F,09/02/20,Jacobina,1-3,Bahia
1F,15/02/20,Doce Mel,3-7,Fluminense de Feira
1F,15/02/20,Vitória,2-1,Atlético-BA
1F,16/02/20,Vitória da Conquista,0-0,Bahia de Feira
1F,16/02/20,Juazeirense,2-1,Jacuipense
1F,01/03/20,Vitória,1-2,Bahia
1F,01/03/20,Fluminense de Feira,2-4,Juazeirense
1F,01/03/20,Jacuipense,3-0,Jacobina
1F,01/03/20,Doce Mel,0-0,Vitória da Conquista
1F,03/03/20,Bahia de Feira,3-0,Atlético-BA
1F,07/03/20,Bahia,0-0,Doce Mel
1F,08/03/20,Atlético-BA,2-1,Juazeirense
1F,08/03/20,Bahia de Feira,1-0,Jacobina
1F,08/03/20,Vitória da Conquista,3-2,Fluminense de Feira
1F,15/03/20,Jacuipense,1-0,Vitória
1F,23/07/20,Fluminense de Feira,1-2,Jacuipense
1F,23/07/20,Vitória,1-1,Bahia de Feira
1F,23/07/20,Juazeirense,3-0,Vitória da Conquista
1F,23/07/20,Jacobina,0-4,Doce Mel
1F,23/07/20,Atlético-BA,1-0,Bahia
1F,26/07/20,Bahia,2-0,Fluminense de Feira
1F,26/07/20,Doce Mel,2-2,Vitória
1F,26/07/20,Bahia de Feira,1-3,Juazeirense
1F,26/07/20,Vitória da Conquista,3-1,Jacobina
1F,26/07/20,Jacuipense,0-1,Atlético-BA
SF,29/07/20,Juazeirense,1-4,Atlético-BA
SF,30/07/20,Jacuipense,0-2,Bahia
SF,02/08/20,Atlético-BA,0-2,Juazeirense
SF,02/08/20,Bahia,2-2,Jacuipense
F,05/08/20,Atlético-BA,0-0,Bahia
F,08/08/20,Bahia,1-1(7-6 Pen.),Atlético-BA
