Rodada,Data,Time da Casa,Placar,Time Visitante
A,31/01/15,Comercial-MS,0-0,Novoperário
B,31/01/15,Ubiratan-MS,2-2,7 de Setembro-MS
A,01/02/15,SERC,0-1,Misto
B,01/02/15,Corumbaense,1-2,Águia Negra
B,01/02/15,Naviraiense,1-1,Ivinhema
A,01/02/15,Costa Rica EC,0-0,CENE
A,07/02/15,Novoperário,1-1,SERC
B,07/02/15,7 de Setembro-MS,0-1,Corumbaense
A,08/02/15,Misto,0-5,Costa Rica EC
B,08/02/15,Ivinhema,3-0,Ubiratan-MS
B,08/02/15,Águia Negra,1-3,Naviraiense
A,11/02/15,CENE,1-2,Comercial-MS
A,14/02/15,Costa Rica EC,5-4,SERC
A,14/02/15,Comercial-MS,2-0,Misto
B,14/02/15,Corumbaense,1-1,Ivinhema
B,14/02/15,Águia Negra,1-4,7 de Setembro-MS
B,15/02/15,Ubiratan-MS,0-2,Naviraiense
A,15/02/15,Novoperário,5-1,CENE
A,18/02/15,Misto,2-1,CENE
A,22/02/15,SERC,2-0,Comercial-MS
B,22/02/15,Naviraiense,2-0,7 de Setembro-MS
B,22/02/15,Ubiratan-MS,2-2,Corumbaense
A,22/02/15,Costa Rica EC,2-0,Novoperário
B,22/02/15,Ivinhema,2-4,Águia Negra
A,25/02/15,CENE,2-2,SERC
A,25/02/15,Novoperário,3-0,Misto
B,25/02/15,Corumbaense,1-0,Naviraiense
B,25/02/15,7 de Setembro-MS,0-0,Ivinhema
B,25/02/15,Águia Negra,3-2,Ubiratan-MS
A,26/02/15,Comercial-MS,1-2,Costa Rica EC
A,28/02/15,CENE,2-2,Costa Rica EC
A,28/02/15,Misto,0-3,SERC
A,01/03/15,Novoperário,4-0,Comercial-MS
B,01/03/15,7 de Setembro-MS,0-1,Ubiratan-MS
B,01/03/15,Águia Negra,2-1,Corumbaense
B,01/03/15,Ivinhema,0-0,Naviraiense
A,04/03/15,SERC,2-2,Novoperário
A,04/03/15,Comercial-MS,2-1,CENE
A,04/03/15,Costa Rica EC,1-1,Misto
B,04/03/15,Naviraiense,0-2,Águia Negra
B,04/03/15,Ubiratan-MS,0-3,Ivinhema
B,04/03/15,Corumbaense,0-1,7 de Setembro-MS
A,07/03/15,CENE,1-0,Novoperário
A,07/03/15,Misto,2-0,Comercial-MS
B,08/03/15,7 de Setembro-MS,1-1,Águia Negra
A,08/03/15,SERC,3-0,Costa Rica EC
B,08/03/15,Naviraiense,2-3,Ubiratan-MS
B,08/03/15,Ivinhema,0-0,Corumbaense
B,11/03/15,7 de Setembro-MS,1-1,Naviraiense
A,14/03/15,CENE,0-0,Misto
A,14/03/15,Comercial-MS,0-2,SERC
B,14/03/15,Corumbaense,2-0,Ubiratan-MS
A,15/03/15,Novoperário,1-2,Costa Rica EC
B,15/03/15,Águia Negra,1-1,Ivinhema
A,22/03/15,SERC,3-2,CENE
A,22/03/15,Costa Rica EC,1-2,Comercial-MS
A,22/03/15,Misto,0-2,Novoperário
B,22/03/15,Ubiratan-MS,0-2,Águia Negra
B,22/03/15,Naviraiense,3-3,Corumbaense
B,22/03/15,Ivinhema,4-1,7 de Setembro-MS
QF,28/03/15,Comercial-MS,2-0,Águia Negra
QF,28/03/15,Corumbaense,2-1,SERC
QF,28/03/15,Naviraiense,1-1,Costa Rica EC
QF,29/03/15,Novoperário,0-2,Ivinhema
QF,05/04/15,SERC,2-3,Corumbaense
QF,05/04/15,Ivinhema,3-0,Novoperário
QF,05/04/15,Costa Rica EC,0-1,Naviraiense
QF,05/04/15,Águia Negra,3-2,Comercial-MS
SF,11/04/15,Corumbaense,1-1,Ivinhema
SF,12/04/15,Comercial-MS,1-1,Naviraiense
SF,19/04/15,Ivinhema,2-0,Corumbaense
SF,19/04/15,Naviraiense,2-3,Comercial-MS
F,26/04/15,Comercial-MS,0-0,Ivinhema
F,03/05/15,Ivinhema,2-3,Comercial-MS
