Rodada,Data,Time da Casa,Placar,Time Visitante
A,12/03/11,Corumbaense,2-1,Águia Negra
A,12/03/11,7 de Setembro-MS,3-3,Itaporã
B,12/03/11,Comercial-MS,2-2,Operário-MS
A,13/03/11,Ponta Porã,2-4,Naviraiense
A,13/03/11,URSO Mundo Novo,4-2,Ivinhema
B,13/03/11,Maracaju,3-2,MS Saad
B,13/03/11,SERC,1-2,CENE
B,19/03/11,CENE,5-2,Operário-MS
B,19/03/11,Comercial-MS,2-1,Maracaju
A,20/03/11,Itaporã,3-0,URSO Mundo Novo
A,20/03/11,Naviraiense,1-0,Corumbaense
A,20/03/11,Ivinhema,1-1,Ponta Porã
B,20/03/11,Rio Verde,1-5,SERC
B,20/03/11,MS Saad,1-0,Aquidauanense
A,20/03/11,Águia Negra,2-0,7 de Setembro-MS
B,26/03/11,Aquidauanense,4-0,SERC
B,26/03/11,Operário-MS,3-0,Rio Verde
A,26/03/11,Corumbaense,0-1,Ivinhema
A,26/03/11,7 de Setembro-MS,1-0,Naviraiense
A,27/03/11,Itaporã,2-1,Águia Negra
A,27/03/11,URSO Mundo Novo,1-0,Ponta Porã
B,27/03/11,Maracaju,3-2,CENE
B,27/03/11,MS Saad,1-2,Comercial-MS
B,02/04/11,CENE,2-0,MS Saad
B,02/04/11,Comercial-MS,1-1,Aquidauanense
A,03/04/11,Ponta Porã,2-1,Corumbaense
A,03/04/11,Ivinhema,0-1,7 de Setembro-MS
A,03/04/11,Naviraiense,3-1,Itaporã
B,03/04/11,Rio Verde,1-2,Maracaju
B,03/04/11,SERC,3-1,Operário-MS
A,03/04/11,Águia Negra,1-2,URSO Mundo Novo
B,06/04/11,Aquidauanense,3-0,Rio Verde
B,09/04/11,Comercial-MS,0-1,CENE
A,09/04/11,Corumbaense,0-0,URSO Mundo Novo
A,09/04/11,7 de Setembro-MS,1-1,Ponta Porã
B,10/04/11,Operário-MS,3-2,Aquidauanense
A,10/04/11,Itaporã,2-1,Ivinhema
B,10/04/11,Maracaju,2-0,SERC
B,10/04/11,MS Saad,2-0,Rio Verde
