Rodada,Data,Time da Casa,Placar,Time Visitante
A,19/01/13,Aquidauanense,1-2,Novoperário
B,19/01/13,7 de Setembro-MS,1-3,Ivinhema
B,19/01/13,Naviraiense,2-2,Corumbaense
A,20/01/13,Comercial-MS,0-5,CENE
A,20/01/13,Maracaju,1-1,Misto
B,20/01/13,Itaporã,2-1,Águia Negra
A,23/01/13,CENE,4-1,Maracaju
A,23/01/13,SERC,1-2,Comercial-MS
B,23/01/13,URSO Mundo Novo,1-2,7 de Setembro-MS
A,23/01/13,Misto,2-2,Aquidauanense
B,23/01/13,Corumbaense,2-2,Itaporã
B,23/01/13,Ivinhema,1-1,Naviraiense
A,26/01/13,Aquidauanense,0-0,CENE
A,26/01/13,Novoperário,2-0,Misto
B,26/01/13,Naviraiense,1-2,7 de Setembro-MS
A,27/01/13,Maracaju,1-2,SERC
B,27/01/13,URSO Mundo Novo,2-1,Itaporã
B,27/01/13,Águia Negra,2-3,Ivinhema
A,02/02/13,Comercial-MS,1-1,Maracaju
A,03/02/13,SERC,2-2,Aquidauanense
A,03/02/13,CENE,3-1,Novoperário
B,03/02/13,7 de Setembro-MS,1-1,Águia Negra
B,03/02/13,URSO Mundo Novo,1-0,Corumbaense
B,03/02/13,Itaporã,1-2,Naviraiense
A,09/02/13,Novoperário,2-0,SERC
A,09/02/13,Misto,2-1,CENE
A,09/02/13,Aquidauanense,1-0,Comercial-MS
B,09/02/13,Ivinhema,0-0,Corumbaense
B,09/02/13,Itaporã,1-0,7 de Setembro-MS
B,09/02/13,Águia Negra,2-2,URSO Mundo Novo
A,16/02/13,Novoperário,1-2,Maracaju
B,16/02/13,Corumbaense,2-1,7 de Setembro-MS
A,17/02/13,Misto,3-0,Comercial-MS
A,17/02/13,CENE,3-1,SERC
B,17/02/13,URSO Mundo Novo,1-1,Ivinhema
B,17/02/13,Águia Negra,2-1,Naviraiense
A,20/02/13,SERC,3-4,Misto
B,20/02/13,Corumbaense,1-3,Águia Negra
A,20/02/13,Comercial-MS,1-1,Novoperário
A,20/02/13,Aquidauanense,1-0,Maracaju
B,20/02/13,Ivinhema,3-0,Itaporã
B,20/02/13,Naviraiense,3-0,URSO Mundo Novo
A,23/02/13,Novoperário,0-1,Aquidauanense
A,23/02/13,Misto,1-0,Maracaju
A,24/02/13,CENE,2-1,Comercial-MS
B,24/02/13,Corumbaense,1-2,Naviraiense
B,24/02/13,Ivinhema,1-1,7 de Setembro-MS
B,24/02/13,Águia Negra,1-2,Itaporã
A,27/02/13,Maracaju,1-3,CENE
A,27/02/13,Aquidauanense,3-0,Misto
B,27/02/13,Itaporã,6-0,Corumbaense
A,27/02/13,Comercial-MS,5-1,SERC
B,27/02/13,7 de Setembro-MS,2-0,URSO Mundo Novo
B,27/02/13,Naviraiense,0-1,Ivinhema
A,02/03/13,Misto,3-3,Novoperário
A,03/03/13,CENE,2-1,Aquidauanense
A,03/03/13,SERC,2-2,Maracaju
B,03/03/13,Ivinhema,2-4,Águia Negra
B,03/03/13,Itaporã,3-0,URSO Mundo Novo
A,06/03/13,Maracaju,2-1,Comercial-MS
B,06/03/13,Corumbaense,2-3,URSO Mundo Novo
A,06/03/13,Aquidauanense,1-0,SERC
A,06/03/13,Novoperário,0-5,CENE
B,06/03/13,Águia Negra,1-2,7 de Setembro-MS
B,06/03/13,Naviraiense,2-2,Itaporã
B,09/03/13,Corumbaense,1-2,Ivinhema
A,09/03/13,Comercial-MS,3-1,Aquidauanense
B,09/03/13,7 de Setembro-MS,1-1,Itaporã
A,10/03/13,CENE,3-2,Misto
A,10/03/13,SERC,2-3,Novoperário
B,10/03/13,URSO Mundo Novo,2-2,Águia Negra
B,13/03/13,7 de Setembro-MS,1-2,Naviraiense
B,16/03/13,Ivinhema,2-0,URSO Mundo Novo
B,16/03/13,7 de Setembro-MS,4-1,Corumbaense
B,16/03/13,Naviraiense,2-2,Águia Negra
A,17/03/13,Comercial-MS,2-2,Misto
A,17/03/13,SERC,4-1,CENE
A,17/03/13,Maracaju,2-1,Novoperário
A,24/03/13,Misto,1-2,SERC
A,24/03/13,Novoperário,2-1,Comercial-MS
A,24/03/13,Maracaju,1-4,Aquidauanense
B,24/03/13,URSO Mundo Novo,1-2,Naviraiense
B,24/03/13,Águia Negra,1-0,Corumbaense
B,24/03/13,Itaporã,1-2,Ivinhema
QF,30/03/13,Misto,4-2,Ivinhema
QF,30/03/13,7 de Setembro-MS,0-3,CENE
QF,31/03/13,Itaporã,1-1,Aquidauanense
QF,31/03/13,Novoperário,2-2,Naviraiense
QF,07/04/13,CENE,3-0,7 de Setembro-MS
QF,07/04/13,Naviraiense,2-2,Novoperário
QF,07/04/13,Ivinhema,3-1,Misto
QF,09/04/13,Aquidauanense,1-2,Itaporã
SF,13/04/13,Itaporã,0-1,Naviraiense
SF,14/04/13,Ivinhema,0-1,CENE
SF,20/04/13,Naviraiense,1-2,Itaporã
SF,21/04/13,CENE,2-0,Ivinhema
F,28/04/13,Naviraiense,1-2,CENE
F,05/05/13,CENE,4-0,Naviraiense
