Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/09/11,Athletico-PR,Fluminense,A,26
2,24/09/11,Santos,Figueirense,A,26
3,24/09/11,Flamengo,América-MG,A,26
4,25/09/11,Botafogo,São Paulo,A,26
5,25/09/11,Internacional,Atlético-MG,A,26
6,25/09/11,Corinthians,Bahia,A,26
7,25/09/11,Avai,Grêmio,A,26
8,25/09/11,Cruzeiro,Vasco,A,26
9,25/09/11,Ceará,Coritiba,A,26
10,25/09/11,Atlético-GO,Palmeiras,A,26
11,27/09/11,Grêmio Barueri,Boa,B,26
12,27/09/11,Vila Nova,ASA,B,26
13,27/09/11,Guarani,Bragantino,B,26
14,27/09/11,Duque de Caxias,São Caetano,B,26
