Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/09/11,Ponte Preta,Vila Nova,B,21
2,02/09/11,Criciúma,Duque de Caxias,B,21
3,02/09/11,Bragantino,Grêmio Barueri,B,21
4,03/09/11,Figueirense,São Paulo,A,21
5,03/09/11,Atlético-MG,Avai,A,21
6,03/09/11,Fluminense,Atlético-GO,A,21
7,03/09/11,Guaratinguetá,ASA,B,21
8,04/09/11,Flamengo,Bahia,A,21
9,04/09/11,Palmeiras,Cruzeiro,A,21
10,04/09/11,Coritiba,Corinthians,A,21
11,04/09/11,Grêmio,Athletico-PR,A,21
12,04/09/11,América-MG,Vasco,A,21
13,04/09/11,Ceará,Internacional,A,21
14,19/10/11,Santos,Botafogo,A,21
