Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/09/11,Santos,Cruzeiro,A,23
2,10/09/11,América-MG,Avai,A,23
3,11/09/11,Palmeiras,Internacional,A,23
4,11/09/11,Figueirense,Vasco,A,23
5,11/09/11,Fluminense,Corinthians,A,23
6,11/09/11,Ceará,Atlético-GO,A,23
7,11/09/11,Coritiba,Botafogo,A,23
8,11/09/11,Flamengo,Athletico-PR,A,23
9,11/09/11,Grêmio,São Paulo,A,23
10,11/09/11,Atlético-MG,Bahia,A,23
11,13/09/11,Boa,Guarani,B,23
12,13/09/11,Criciúma,Vila Nova,B,23
13,13/09/11,EC Vitória,Duque de Caxias,B,23
14,13/09/11,Goiás,ABC,B,23
