Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/06/11,Grêmio Barueri,ASA,B,6
2,17/06/11,Criciúma,Boa,B,6
3,18/06/11,Náutico,Paraná,B,6
4,18/06/11,Guarani,Guaratinguetá,B,6
5,25/06/11,Flamengo,Atlético-MG,A,6
6,25/06/11,Athletico-PR,Bahia,A,6
7,25/06/11,Cruzeiro,Coritiba,A,6
8,26/06/11,Avai,Fluminense,A,6
9,26/06/11,Corinthians,São Paulo,A,6
10,26/06/11,Botafogo,Grêmio,A,6
11,26/06/11,Ceará,Palmeiras,A,6
12,26/06/11,Internacional,Figueirense,A,6
13,26/06/11,Atlético-GO,Vasco,A,6
14,02/07/11,Santos,América-MG,A,6
