Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/10/11,Portuguesa,EC Vitória,B,31
2,18/10/11,Paraná,Criciúma,B,31
3,18/10/11,Icasa,Duque de Caxias,B,31
4,18/10/11,Goiás,Guaratinguetá,B,31
5,22/10/11,Palmeiras,Figueirense,A,31
6,22/10/11,Fluminense,Atlético-MG,A,31
7,22/10/11,América-MG,Grêmio,A,31
8,22/10/11,Avai,Botafogo,A,31
9,23/10/11,Internacional,Corinthians,A,31
10,23/10/11,São Paulo,Coritiba,A,31
11,23/10/11,Bahia,Vasco,A,31
12,23/10/11,Athletico-PR,Ceará,A,31
13,23/10/11,Cruzeiro,Atlético-GO,A,31
14,23/10/11,Flamengo,Santos,A,31
