Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/06/11,Bragantino,Guarani,B,7
2,24/06/11,Paraná,Icasa,B,7
3,25/06/11,Guaratinguetá,Salgueiro,B,7
4,25/06/11,Ponte Preta,EC Vitória,B,7
5,29/06/11,Vasco,Cruzeiro,A,7
6,29/06/11,Grêmio,Avai,A,7
7,29/06/11,América-MG,Flamengo,A,7
8,29/06/11,Figueirense,Santos,A,7
9,29/06/11,Bahia,Corinthians,A,7
10,29/06/11,São Paulo,Botafogo,A,7
11,30/06/11,Palmeiras,Atlético-GO,A,7
12,30/06/11,Coritiba,Ceará,A,7
13,30/06/11,Fluminense,Athletico-PR,A,7
14,30/06/11,Atlético-MG,Internacional,A,7
