Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/08/11,Cruzeiro,Ceará,A,18
2,20/08/11,Botafogo,Atlético-MG,A,18
3,20/08/11,Corinthians,Figueirense,A,18
4,20/08/11,Vila Nova,Guaratinguetá,B,18
5,20/08/11,Paraná,Sport,B,18
6,20/08/11,Guarani,Salgueiro,B,18
7,20/08/11,Grêmio Barueri,Criciúma,B,18
8,21/08/11,São Paulo,Palmeiras,A,18
9,21/08/11,Internacional,Flamengo,A,18
10,21/08/11,Avai,Coritiba,A,18
11,21/08/11,Atlético-GO,Grêmio,A,18
12,21/08/11,Athletico-PR,América-MG,A,18
13,21/08/11,Bahia,Santos,A,18
14,21/08/11,Vasco,Fluminense,A,18
