Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/06/11,Paraná,Salgueiro,B,4
2,10/06/11,Duque de Caxias,EC Vitória,B,4
3,11/06/11,Cruzeiro,Santos,A,4
4,11/06/11,Avai,América-MG,A,4
5,11/06/11,São Paulo,Grêmio,A,4
6,11/06/11,Vasco,Figueirense,A,4
7,11/06/11,ASA,Sport,B,4
8,11/06/11,Icasa,Guaratinguetá,B,4
9,12/06/11,Internacional,Palmeiras,A,4
10,12/06/11,Corinthians,Fluminense,A,4
11,12/06/11,Bahia,Atlético-MG,A,4
12,12/06/11,Atlético-GO,Ceará,A,4
13,12/06/11,Botafogo,Coritiba,A,4
14,12/06/11,Athletico-PR,Flamengo,A,4
