Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/08/11,Sport,Vila Nova,B,19
2,27/08/11,Coritiba,Athletico-PR,A,19
3,27/08/11,América-MG,Atlético-GO,A,19
4,27/08/11,Fluminense,Botafogo,A,19
5,27/08/11,Bragantino,Paraná,B,19
6,27/08/11,Ponte Preta,Náutico,B,19
7,27/08/11,EC Vitória,ASA,B,19
8,28/08/11,Flamengo,Vasco,A,19
9,28/08/11,Palmeiras,Corinthians,A,19
10,28/08/11,Santos,São Paulo,A,19
11,28/08/11,Grêmio,Internacional,A,19
12,28/08/11,Ceará,Bahia,A,19
13,28/08/11,Figueirense,Avai,A,19
14,28/08/11,Atlético-MG,Cruzeiro,A,19
