Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/05/11,Bragantino,ABC,B,1
2,21/05/11,Atlético-MG,Athletico-PR,A,1
3,21/05/11,Flamengo,Avai,A,1
4,21/05/11,Ceará,Vasco,A,1
5,21/05/11,Santos,Internacional,A,1
6,21/05/11,Boa,Paraná,B,1
7,21/05/11,Ponte Preta,ASA,B,1
8,21/05/11,Guaratinguetá,Duque de Caxias,B,1
9,22/05/11,Palmeiras,Botafogo,A,1
10,22/05/11,Grêmio,Corinthians,A,1
11,22/05/11,Coritiba,Atlético-GO,A,1
12,22/05/11,Figueirense,Cruzeiro,A,1
13,22/05/11,Fluminense,São Paulo,A,1
14,22/05/11,América-MG,Bahia,A,1
