Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/11/11,Portuguesa,Duque de Caxias,B,37
2,19/11/11,Guaratinguetá,Vila Nova,B,37
3,19/11/11,Boa,Náutico,B,37
4,19/11/11,Sport,Paraná,B,37
5,27/11/11,Fluminense,Vasco,A,37
6,27/11/11,Figueirense,Corinthians,A,37
7,27/11/11,Palmeiras,São Paulo,A,37
8,27/11/11,Flamengo,Internacional,A,37
9,27/11/11,Atlético-MG,Botafogo,A,37
10,27/11/11,Coritiba,Avai,A,37
11,27/11/11,Ceará,Cruzeiro,A,37
12,27/11/11,América-MG,Athletico-PR,A,37
13,27/11/11,Grêmio,Atlético-GO,A,37
14,27/11/11,Santos,Bahia,A,37
