Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/09/11,ABC,Vila Nova,B,25
2,21/09/11,América-MG,Santos,A,25
3,21/09/11,Coritiba,Cruzeiro,A,25
4,21/09/11,Bahia,Athletico-PR,A,25
5,21/09/11,Fluminense,Avai,A,25
6,21/09/11,São Paulo,Corinthians,A,25
7,21/09/11,Atlético-MG,Flamengo,A,25
8,21/09/11,Figueirense,Internacional,A,25
9,22/09/11,Palmeiras,Ceará,A,25
10,22/09/11,Grêmio,Botafogo,A,25
11,22/09/11,Vasco,Atlético-GO,A,25
12,23/09/11,Goiás,Salgueiro,B,25
13,24/09/11,ASA,Grêmio Barueri,B,25
14,24/09/11,Ponte Preta,Duque de Caxias,B,25
