Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/05/11,Sport,Grêmio Barueri,B,3
2,03/06/11,Bragantino,São Caetano,B,3
3,03/06/11,Portuguesa,ABC,B,3
4,04/06/11,Palmeiras,Athletico-PR,A,3
5,04/06/11,Ceará,Botafogo,A,3
6,04/06/11,Fluminense,Cruzeiro,A,3
7,04/06/11,Figueirense,Atlético-GO,A,3
8,04/06/11,Guaratinguetá,Paraná,B,3
9,05/06/11,Flamengo,Corinthians,A,3
10,05/06/11,Grêmio,Bahia,A,3
11,05/06/11,Coritiba,Vasco,A,3
12,05/06/11,América-MG,Internacional,A,3
13,05/06/11,Santos,Avai,A,3
14,08/06/11,Atlético-MG,São Paulo,A,3
