Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/10/11,Goiás,Ponte Preta,B,28
2,04/10/11,Sport,São Caetano,B,28
3,04/10/11,Duque de Caxias,Paraná,B,28
4,04/10/11,Guaratinguetá,Bragantino,B,28
5,05/10/11,Cruzeiro,São Paulo,A,28
6,08/10/11,Coritiba,Grêmio,A,28
7,08/10/11,Botafogo,Bahia,A,28
8,08/10/11,América-MG,Atlético-MG,A,28
9,09/10/11,Santos,Palmeiras,A,28
10,09/10/11,Internacional,Vasco,A,28
11,09/10/11,Flamengo,Fluminense,A,28
12,09/10/11,Corinthians,Atlético-GO,A,28
13,09/10/11,Ceará,Figueirense,A,28
14,09/10/11,Avai,Athletico-PR,A,28
