Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/09/11,ABC,Portuguesa,B,22
2,07/09/11,Botafogo,Ceará,A,22
3,07/09/11,Internacional,América-MG,A,22
4,07/09/11,Avai,Santos,A,22
5,07/09/11,São Paulo,Atlético-MG,A,22
6,07/09/11,Atlético-GO,Figueirense,A,22
7,07/09/11,Athletico-PR,Palmeiras,A,22
8,07/09/11,Cruzeiro,Fluminense,A,22
9,08/09/11,Bahia,Grêmio,A,22
10,08/09/11,Vasco,Coritiba,A,22
11,08/09/11,Corinthians,Flamengo,A,22
12,09/09/11,Icasa,Ponte Preta,B,22
13,10/09/11,Náutico,Criciúma,B,22
14,10/09/11,São Caetano,Bragantino,B,22
