Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/08/11,Boa,Ponte Preta,B,17
2,16/08/11,Duque de Caxias,ASA,B,17
3,16/08/11,Náutico,São Caetano,B,17
4,16/08/11,Criciúma,EC Vitória,B,17
5,17/08/11,Athletico-PR,Cruzeiro,A,17
6,17/08/11,Avai,Vasco,A,17
7,17/08/11,Fluminense,Figueirense,A,17
8,17/08/11,Ceará,Grêmio,A,17
9,17/08/11,Internacional,Botafogo,A,17
10,17/08/11,Santos,Coritiba,A,17
11,17/08/11,Atlético-MG,Corinthians,A,17
12,18/08/11,Flamengo,Atlético-GO,A,17
13,18/08/11,Palmeiras,Bahia,A,17
14,18/08/11,América-MG,São Paulo,A,17
