Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/07/11,Corinthians,Internacional,A,12
2,19/07/11,Duque de Caxias,Icasa,B,12
3,23/07/11,EC Vitória,Portuguesa,B,12
4,23/07/11,Criciúma,Paraná,B,12
5,23/07/11,Vila Nova,Náutico,B,12
6,27/07/11,Atlético-GO,Cruzeiro,A,12
7,27/07/11,Botafogo,Avai,A,12
8,27/07/11,Atlético-MG,Fluminense,A,12
9,27/07/11,Grêmio,América-MG,A,12
10,27/07/11,Santos,Flamengo,A,12
11,27/07/11,Figueirense,Palmeiras,A,12
12,27/07/11,Coritiba,São Paulo,A,12
13,28/07/11,Vasco,Bahia,A,12
14,28/07/11,Ceará,Athletico-PR,A,12
