Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/06/11,Criciúma,Bragantino,B,8
2,28/06/11,Goiás,Boa,B,8
3,28/06/11,Icasa,ASA,B,8
4,28/06/11,Portuguesa,São Caetano,B,8
5,06/07/11,Internacional,Athletico-PR,A,8
6,06/07/11,Cruzeiro,Grêmio,A,8
7,06/07/11,Avai,Bahia,A,8
8,06/07/11,Corinthians,Vasco,A,8
9,06/07/11,Ceará,Atlético-MG,A,8
10,06/07/11,Flamengo,São Paulo,A,8
11,07/07/11,Botafogo,Atlético-GO,A,8
12,07/07/11,Coritiba,Figueirense,A,8
13,07/07/11,América-MG,Palmeiras,A,8
14,24/08/11,Santos,Fluminense,A,8
