Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/09/11,Atlético-GO,Atlético-MG,A,24
2,17/09/11,Vasco,Grêmio,A,24
3,17/09/11,São Paulo,Ceará,A,24
4,17/09/11,ABC,EC Vitória,B,24
5,17/09/11,São Caetano,Guaratinguetá,B,24
6,17/09/11,Guarani,Portuguesa,B,24
7,17/09/11,Náutico,Salgueiro,B,24
8,18/09/11,Botafogo,Flamengo,A,24
9,18/09/11,Corinthians,Santos,A,24
10,18/09/11,Avai,Palmeiras,A,24
11,18/09/11,Bahia,Fluminense,A,24
12,18/09/11,Athletico-PR,Figueirense,A,24
13,18/09/11,Internacional,Coritiba,A,24
14,18/09/11,Cruzeiro,América-MG,A,24
