Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/10/11,Vila Nova,Grêmio Barueri,B,32
2,21/10/11,Boa,Bragantino,B,32
3,22/10/11,Criciúma,Icasa,B,32
4,22/10/11,São Caetano,ABC,B,32
5,29/10/11,Santos,Athletico-PR,A,32
6,29/10/11,Ceará,Fluminense,A,32
7,29/10/11,Botafogo,Cruzeiro,A,32
8,30/10/11,Vasco,São Paulo,A,32
9,30/10/11,Grêmio,Flamengo,A,32
10,30/10/11,Corinthians,Avai,A,32
11,30/10/11,Figueirense,Bahia,A,32
12,30/10/11,Atlético-GO,Internacional,A,32
13,30/10/11,Coritiba,América-MG,A,32
14,30/10/11,Atlético-MG,Palmeiras,A,32
