Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/07/11,EC Vitória,Bragantino,B,10
2,09/07/11,ASA,Paraná,B,10
3,09/07/11,Guaratinguetá,Boa,B,10
4,09/07/11,Sport,Ponte Preta,B,10
5,16/07/11,Vasco,Athletico-PR,A,10
6,16/07/11,Coritiba,Fluminense,A,10
7,16/07/11,Atlético-GO,Avai,A,10
8,16/07/11,Santos,Atlético-MG,A,10
9,17/07/11,Ceará,América-MG,A,10
10,17/07/11,Internacional,São Paulo,A,10
11,17/07/11,Cruzeiro,Bahia,A,10
12,20/07/11,Palmeiras,Flamengo,A,10
13,20/07/11,Figueirense,Grêmio,A,10
14,20/07/11,Botafogo,Corinthians,A,10
