Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/10/11,Paraná,ASA,B,29
2,08/10/11,Náutico,Icasa,B,29
3,08/10/11,ABC,Guarani,B,29
4,08/10/11,Bragantino,EC Vitória,B,29
5,12/10/11,América-MG,Ceará,A,29
6,12/10/11,Avai,Atlético-GO,A,29
7,12/10/11,Grêmio,Figueirense,A,29
8,12/10/11,São Paulo,Internacional,A,29
9,12/10/11,Bahia,Cruzeiro,A,29
10,12/10/11,Corinthians,Botafogo,A,29
11,12/10/11,Flamengo,Palmeiras,A,29
12,13/10/11,Atlético-MG,Santos,A,29
13,13/10/11,Fluminense,Coritiba,A,29
14,13/10/11,Athletico-PR,Vasco,A,29
