Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/06/11,Guaratinguetá,São Caetano,B,5
2,14/06/11,EC Vitória,ABC,B,5
3,14/06/11,Salgueiro,Náutico,B,5
4,14/06/11,Goiás,Paraná,B,5
5,18/06/11,Fluminense,Bahia,A,5
6,18/06/11,América-MG,Cruzeiro,A,5
7,19/06/11,Palmeiras,Avai,A,5
8,19/06/11,Grêmio,Vasco,A,5
9,19/06/11,Figueirense,Athletico-PR,A,5
10,19/06/11,Ceará,São Paulo,A,5
11,19/06/11,Flamengo,Botafogo,A,5
12,19/06/11,Atlético-MG,Atlético-GO,A,5
13,19/06/11,Coritiba,Internacional,A,5
14,10/08/11,Santos,Corinthians,A,5
