Rodada,Data,Time da Casa,Placar,Time Visitante
C,29/01/05,São José-RS,1-1,Passo Fundo
A,30/01/05,Farroupilha,1-1,Internacional
A,30/01/05,Veranópolis,1-1,Santa Cruz-RS
A,30/01/05,Glória,4-1,Novo Hamburgo
B,30/01/05,São Gabriel,2-1,Guarani V. Aires
B,30/01/05,Grêmio,0-0,Caxias
B,30/01/05,Grêmio São José,1-1,GE Brasil
C,30/01/05,Juventude,2-0,Esportivo
C,31/01/05,15 de Novembro,3-0,Ulbra
A,03/02/05,Novo Hamburgo,2-1,Veranópolis
A,03/02/05,Santa Cruz-RS,1-0,Farroupilha
B,03/02/05,Guarani V. Aires,2-1,Grêmio São José
A,05/02/05,Internacional,0-0,Glória
B,05/02/05,Caxias,2-1,São Gabriel
B,05/02/05,GE Brasil,1-0,Grêmio
C,05/02/05,Ulbra,3-3,Juventude
C,05/02/05,Passo Fundo,0-1,15 de Novembro
C,05/02/05,Esportivo,1-2,São José-RS
A,09/02/05,Veranópolis,1-0,Internacional
A,09/02/05,Glória,1-1,Farroupilha
A,09/02/05,Novo Hamburgo,1-1,Santa Cruz-RS
B,09/02/05,Grêmio,1-1,Guarani V. Aires
B,09/02/05,Grêmio São José,3-1,São Gabriel
B,09/02/05,GE Brasil,3-1,Caxias
C,09/02/05,São José-RS,1-3,Ulbra
C,09/02/05,Juventude,0-1,15 de Novembro
C,09/02/05,Esportivo,2-1,Passo Fundo
A,11/02/05,Farroupilha,1-2,Veranópolis
A,11/02/05,Internacional,0-0,Novo Hamburgo
B,11/02/05,São Gabriel,1-3,Grêmio
C,11/02/05,Ulbra,0-0,Esportivo
C,11/02/05,Juventude,5-1,Passo Fundo
A,13/02/05,Santa Cruz-RS,1-0,Internacional
A,13/02/05,Veranópolis,1-2,Glória
B,13/02/05,Caxias,1-0,Guarani V. Aires
B,13/02/05,Grêmio,4-1,Grêmio São José
C,13/02/05,São José-RS,1-0,Juventude
C,13/02/05,Passo Fundo,5-0,Ulbra
C,13/02/05,Esportivo,3-0,15 de Novembro
A,14/02/05,Novo Hamburgo,1-2,Farroupilha
B,14/02/05,GE Brasil,2-0,São Gabriel
A,16/02/05,Glória,4-2,Santa Cruz-RS
B,16/02/05,Guarani V. Aires,0-2,GE Brasil
B,16/02/05,Grêmio São José,0-2,Caxias
C,16/02/05,15 de Novembro,4-0,São José-RS
C,19/02/05,Juventude,2-1,São José-RS
A,20/02/05,Farroupilha,3-2,Novo Hamburgo
A,20/02/05,Internacional,2-0,Santa Cruz-RS
A,20/02/05,Glória,1-0,Veranópolis
B,20/02/05,Guarani V. Aires,1-1,Caxias
B,20/02/05,Grêmio São José,2-1,Grêmio
B,20/02/05,São Gabriel,3-2,GE Brasil
C,20/02/05,Ulbra,1-1,Passo Fundo
C,21/02/05,15 de Novembro,4-3,Esportivo
A,23/02/05,Veranópolis,4-4,Farroupilha
A,23/02/05,Novo Hamburgo,2-1,Internacional
B,23/02/05,Caxias,4-0,Grêmio São José
B,23/02/05,Grêmio,3-4,São Gabriel
B,23/02/05,GE Brasil,1-1,Guarani V. Aires
C,23/02/05,Passo Fundo,2-1,Juventude
A,24/02/05,Santa Cruz-RS,0-2,Glória
C,24/02/05,São José-RS,0-2,15 de Novembro
C,24/02/05,Esportivo,1-2,Ulbra
B,26/02/05,Caxias,2-3,GE Brasil
A,27/02/05,Farroupilha,2-1,Glória
A,27/02/05,Internacional,1-0,Veranópolis
B,27/02/05,São Gabriel,1-1,Grêmio São José
B,27/02/05,Guarani V. Aires,0-1,Grêmio
C,27/02/05,Passo Fundo,1-1,Esportivo
C,27/02/05,Ulbra,2-0,São José-RS
C,27/02/05,15 de Novembro,2-0,Juventude
A,28/02/05,Santa Cruz-RS,2-0,Novo Hamburgo
C,05/03/05,São José-RS,2-2,Esportivo
C,05/03/05,Juventude,1-0,Ulbra
B,05/03/05,Grêmio São José,1-2,Guarani V. Aires
A,06/03/05,Glória,1-2,Internacional
A,06/03/05,Veranópolis,2-1,Novo Hamburgo
A,06/03/05,Farroupilha,2-2,Santa Cruz-RS
B,06/03/05,Grêmio,3-1,GE Brasil
B,06/03/05,São Gabriel,1-1,Caxias
C,06/03/05,15 de Novembro,5-2,Passo Fundo
C,10/03/05,Passo Fundo,3-0,São José-RS
A,13/03/05,Internacional,2-0,Farroupilha
A,13/03/05,Santa Cruz-RS,0-3,Veranópolis
A,13/03/05,Novo Hamburgo,0-3,Glória
B,13/03/05,Guarani V. Aires,1-1,São Gabriel
B,13/03/05,Caxias,3-0,Grêmio
B,13/03/05,GE Brasil,0-3,Grêmio São José
C,13/03/05,Ulbra,3-4,15 de Novembro
C,13/03/05,Esportivo,1-1,Juventude
A,19/03/05,GE Brasil,0-1,15 de Novembro
A,20/03/05,Grêmio,1-0,Caxias
B,20/03/05,Veranópolis,0-1,Glória
B,20/03/05,Juventude,1-2,Internacional
A,23/03/05,Caxias,1-0,GE Brasil
A,23/03/05,15 de Novembro,1-1,Grêmio
B,23/03/05,Internacional,4-0,Veranópolis
B,23/03/05,Glória,0-0,Juventude
A,26/03/05,GE Brasil,1-1,Grêmio
A,26/03/05,Caxias,1-1,15 de Novembro
B,26/03/05,Veranópolis,1-0,Juventude
B,26/03/05,Internacional,1-3,Glória
A,29/03/05,Grêmio,2-0,GE Brasil
A,29/03/05,15 de Novembro,1-0,Caxias
B,29/03/05,Glória,2-3,Internacional
B,29/03/05,Juventude,3-0,Veranópolis
A,01/04/05,GE Brasil,3-1,Caxias
A,01/04/05,Grêmio,1-1,15 de Novembro
B,01/04/05,Juventude,1-0,Glória
B,01/04/05,Veranópolis,0-2,Internacional
A,03/04/05,15 de Novembro,0-0,GE Brasil
A,03/04/05,Caxias,3-2,Grêmio
B,03/04/05,Internacional,1-0,Juventude
B,03/04/05,Glória,3-1,Veranópolis
F,10/04/05,Internacional,2-0,15 de Novembro
F,14/04/05,15 de Novembro,3-2(Pro.),Internacional
