Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/09/17,Ceará,América-MG,B,24
2,16/09/17,Botafogo,Santos,A,24
3,16/09/17,Ponte Preta,Atlético-GO,A,24
4,16/09/17,Vila Nova,Luverdense,B,24
5,16/09/17,Paraná,Londrina,B,24
6,16/09/17,Paysandu,ABC,B,24
7,17/09/17,Avai,Atlético-MG,A,24
8,17/09/17,Grêmio,Chapecoense,A,24
9,17/09/17,Corinthians,Vasco,A,24
10,17/09/17,Athletico-PR,Fluminense,A,24
11,17/09/17,EC Vitória,São Paulo,A,24
12,17/09/17,Flamengo,Sport,A,24
13,17/09/17,Cruzeiro,Bahia,A,24
14,18/09/17,Palmeiras,Coritiba,A,24
