Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/11/17,Paraná,Luverdense,B,35
2,11/11/17,Figueirense,América-MG,B,35
3,11/11/17,Náutico,Londrina,B,35
4,11/11/17,Goiás,Ceará,B,35
5,15/11/17,Ponte Preta,Athletico-PR,A,35
6,15/11/17,Cruzeiro,Avai,A,35
7,15/11/17,Grêmio,São Paulo,A,35
8,15/11/17,Vasco,Atlético-MG,A,35
9,15/11/17,Corinthians,Fluminense,A,35
10,16/11/17,Botafogo,Atlético-GO,A,35
11,16/11/17,Chapecoense,EC Vitória,A,35
12,16/11/17,Palmeiras,Sport,A,35
13,16/11/17,Coritiba,Flamengo,A,35
14,16/11/17,Bahia,Santos,A,35
