Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/10/17,Atlético-GO,Vila Nova,B,33
2,01/11/17,Icasa,Náutico,B,33
3,01/11/17,ABC,América-MG,B,33
4,01/11/17,Boa Esporte,Ceará,B,33
5,08/11/17,Ponte Preta,Grêmio,A,33
6,08/11/17,Avai,Bahia,A,33
7,08/11/17,Sport,Botafogo,A,33
8,08/11/17,Athletico-PR,Corinthians,A,33
9,08/11/17,Santos,Vasco,A,33
10,08/11/17,Flamengo,Cruzeiro,A,33
11,08/11/17,EC Vitória,Palmeiras,A,33
12,09/11/17,São Paulo,Chapecoense,A,33
13,09/11/17,Atlético-MG,Atlético-GO,A,33
14,09/11/17,Fluminense,Coritiba,A,33
