Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/05/17,Juventude,Luverdense,B,1
2,13/05/17,Flamengo,Atlético-MG,A,1
3,13/05/17,Corinthians,Chapecoense,A,1
4,13/05/17,Paysandu,Oeste,B,1
5,13/05/17,Londrina,Internacional,B,1
6,13/05/17,Boa Esporte,Vila Nova,B,1
7,14/05/17,Fluminense,Santos,A,1
8,14/05/17,Cruzeiro,São Paulo,A,1
9,14/05/17,Bahia,Athletico-PR,A,1
10,14/05/17,Ponte Preta,Sport,A,1
11,14/05/17,Avai,EC Vitória,A,1
12,14/05/17,Palmeiras,Vasco,A,1
13,14/05/17,Grêmio,Botafogo,A,1
14,15/05/17,Coritiba,Atlético-GO,A,1
