Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/08/17,Luverdense,Guarani,B,18
2,01/08/17,Ceará,Criciúma,B,18
3,01/08/17,Figueirense,Juventude,B,18
4,01/08/17,Vila Nova,Náutico,B,18
5,02/08/17,Sport,Fluminense,A,18
6,02/08/17,Chapecoense,Bahia,A,18
7,02/08/17,Atlético-MG,Corinthians,A,18
8,02/08/17,EC Vitória,Ponte Preta,A,18
9,02/08/17,Santos,Flamengo,A,18
10,02/08/17,Atlético-GO,Grêmio,A,18
11,02/08/17,Botafogo,Palmeiras,A,18
12,03/08/17,Athletico-PR,Avai,A,18
13,03/08/17,São Paulo,Coritiba,A,18
14,03/08/17,Vasco,Cruzeiro,A,18
