Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/07/17,Paysandu,Londrina,B,12
2,08/07/17,Atlético-GO,EC Vitória,A,12
3,08/07/17,Vasco,Flamengo,A,12
4,08/07/17,Corinthians,Ponte Preta,A,12
5,08/07/17,Internacional,Criciúma,B,12
6,08/07/17,Oeste,Vila Nova,B,12
7,08/07/17,Boa Esporte,CRB,B,12
8,09/07/17,Chapecoense,Athletico-PR,A,12
9,09/07/17,Bahia,Fluminense,A,12
10,09/07/17,Grêmio,Avai,A,12
11,09/07/17,Cruzeiro,Palmeiras,A,12
12,09/07/17,Santos,São Paulo,A,12
13,09/07/17,Botafogo,Atlético-MG,A,12
14,10/07/17,Coritiba,Sport,A,12
