Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/06/17,Ceará,Luverdense,B,8
2,04/09/17,Guarani,Vila Nova,B,23
3,17/11/17,Guarani,Luverdense,B,37
4,17/11/17,Juventude,Figueirense,B,37
5,25/11/17,Fluminense,Sport,A,37
6,26/11/17,Avai,Athletico-PR,A,37
7,26/11/17,Corinthians,Atlético-MG,A,37
8,26/11/17,Ponte Preta,EC Vitória,A,37
9,26/11/17,Coritiba,São Paulo,A,37
10,26/11/17,Cruzeiro,Vasco,A,37
11,26/11/17,Grêmio,Atlético-GO,A,37
12,26/11/17,Flamengo,Santos,A,37
13,26/11/17,Bahia,Chapecoense,A,37
14,27/11/17,Palmeiras,Botafogo,A,37
