Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/11/17,Santa Cruz,Paraná,B,36
2,14/11/17,América-MG,Juventude,B,36
3,14/11/17,CRB,Goiás,B,36
4,14/11/17,Ceará,Paysandu,B,36
5,19/11/17,Sport,Bahia,A,36
6,19/11/17,Flamengo,Corinthians,A,36
7,19/11/17,EC Vitória,Cruzeiro,A,36
8,19/11/17,Atlético-GO,Chapecoense,A,36
9,19/11/17,São Paulo,Botafogo,A,36
10,19/11/17,Athletico-PR,Vasco,A,36
11,19/11/17,Atlético-MG,Coritiba,A,36
12,19/11/17,Santos,Grêmio,A,36
13,20/11/17,Fluminense,Ponte Preta,A,36
14,20/11/17,Avai,Palmeiras,A,36
