Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/07/17,Juventude,América-MG,B,17
2,28/07/17,Paysandu,Ceará,B,17
3,29/07/17,Botafogo,São Paulo,A,17
4,29/07/17,Palmeiras,Avai,A,17
5,29/07/17,Figueirense,Vila Nova,B,17
6,29/07/17,Goiás,CRB,B,17
7,30/07/17,Chapecoense,Atlético-GO,A,17
8,30/07/17,Coritiba,Atlético-MG,A,17
9,30/07/17,Bahia,Sport,A,17
10,30/07/17,Corinthians,Flamengo,A,17
11,30/07/17,Grêmio,Santos,A,17
12,30/07/17,Cruzeiro,EC Vitória,A,17
13,31/07/17,Vasco,Athletico-PR,A,17
14,09/08/17,Ponte Preta,Fluminense,A,17
