Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/10/17,Ceará,Figueirense,B,31
2,20/10/17,CRB,Boa Esporte,B,31
3,21/10/17,Vila Nova,Oeste,B,31
4,21/10/17,América-MG,Paraná,B,31
5,28/10/17,São Paulo,Santos,A,31
6,28/10/17,Flamengo,Vasco,A,31
7,28/10/17,Athletico-PR,Chapecoense,A,31
8,29/10/17,Ponte Preta,Corinthians,A,31
9,29/10/17,Fluminense,Bahia,A,31
10,29/10/17,Atlético-MG,Botafogo,A,31
11,29/10/17,EC Vitória,Atlético-GO,A,31
12,29/10/17,Sport,Coritiba,A,31
13,29/10/17,Avai,Grêmio,A,31
14,30/10/17,Palmeiras,Cruzeiro,A,31
